AÑO,CVU,NOBILIS,NOMBRE DEL INVESTIGADOR,NIVEL,FECHA DE INICIO DE VIGENCIA,FECHA DE FIN DE VIGENCIA,ÁREA DEL CONOCIMIENTO,DISCIPLINA,SUBDISCIPLINA,ESPECIALIDAD,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ENTIDAD FEDERATIVA,PAÍS
2009,225816,DRA.,"ABRANTES PEGO, RAQUEL",1,01/01/2009,31/12/2011,V.- CIENCIAS SOCIALES,SOCIOLOGIA,,DOCTORA EN CIENCIAS SOCIALES,CONFERENCIA INTERAMERICANA DE SEGURIDAD SOCIAL,No Disponible,CIUDAD DE MÉXICO,MÉXICO
2009,203014,DR.,"ABREU BERISTAIN, MARTIN",1,01/01/2007,31/12/2009,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,,FINANZAS BURSATILES,UNIVERSIDAD AUTONOMA METROPOLITANA,DIVISION DE CIENCIAS SOCIALES Y HUMANIDADES. IZTAPALAPA,CIUDAD DE MÉXICO,MÉXICO
2009,38704,DR.,"ABREU CORONA, ARTURO",C,01/01/2008,31/12/2010,II.- BIOLOGÍA Y QUÍMICA,QUIMICA,,HETEROCICLOS DE BORO,UNIVERSIDAD POLITÉCNICA DE PACHUCA,DEPTO. DE BIOTECNOLOGIA,HIDALGO,MÉXICO
2009,201243,DR.,"ABREU GOODGER, CEI LEANDER GASTON",C,01/01/2007,31/12/2009,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,,GENOMICA COMPUTACIONAL / BIOINFORMATICA,WELLCOME TRUST CENTRE FOR HUMAN GENETICS EN OXFORD,,EXTERIOR,REINO UNIDO
2009,2383,DR.,"ABREU GROBOIS, FEDERICO ALBERTO",1,01/01/2007,31/12/2010,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,GENETICA,GENETICA Y CONSERVACION DE TORTUGAS MARINAS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,SINALOA,MÉXICO
2009,21903,DR.,"ABUD ARCHILA, MIGUEL",1,01/01/2009,31/12/2012,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,AGRONOMIA,BIOTECNOLOGIA ALIMENTARIA,TECNOLÓGICO NACIONAL DE MÉXICO,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIERREZ,CHIAPAS,MÉXICO
2009,217357,MED,"ABUD MENDOZA, CARLOS",1,01/01/2008,31/12/2010,III.- MEDICINA Y CIENCIAS DE LA SALUD,MEDICINA Y PATOLOGIA HUMANA,,MEDICINA INTERNA Y REUMATOLOGIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE MEDICINA,SAN LUIS POTOSÍ,MÉXICO
2009,21717,DR.,"ABURTO ANELL, JORGE ARTURO",2,01/01/2009,31/12/2012,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,BIOTECNOLOGIA,BIOCATALISIS Y RECONOCIMIENTO MOLECULAR,INSTITUTO MEXICANO DEL PETROLEO,DIRECCION DE INVESTIGACION Y POSGRADO,CIUDAD DE MÉXICO,MÉXICO
2009,25662,DRA.,"ABURTO ESPINA, ANDREA LUISA",1,01/01/2007,31/12/2009,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,SUPERCONDUCTIVIDAD Y PROPIEDADES DE TRANSPORTE,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE CIENCIAS,CIUDAD DE MÉXICO,MÉXICO
2009,120798,DR.,"ABURTO OROPEZA, MARCO OCTAVIO",C,01/01/2009,31/12/2009,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,BIOLOGIA MARINA,PECES DE ARRECIFE,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,AREA INTERDISCIPLINARIA DE CIENCIAS DEL MAR,BAJA CALIFORNIA SUR,MÉXICO
2009,121526,DR.,"ACCINELLI GAMBA, ELVIO",2,01/01/2006,31/12/2009,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,ECONOMIA MATEMATICA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE ECONOMIA,SAN LUIS POTOSÍ,MÉXICO
2009,59695,DRA.,"ACEDO FELIX, EVELIA",1,01/01/2007,31/12/2009,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,,MICROBIOLOGIA MOLECULAR,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C. (CIAD)",DIRECCION DE CIENCIA DE LOS ALIMENTOS,SONORA,MÉXICO
2009,25262,M. EN C.,"ACEVEDO ARTEAGA, LAURA ALICIA",1,03/07/2007,31/12/2010,II.- BIOLOGÍA Y QUÍMICA,QUIMICA,QUIMICA,PRODUCTOS NATURALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE QUIMICA,CIUDAD DE MÉXICO,MÉXICO
2009,7307,DR.,"ACEVEDO CONTLA, PEDRO JESUS",1,01/01/2008,31/12/2011,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,COMPUTACION,IMAGENOLOGIA ULTRASONICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE INVESTIGACIONES EN MATEMATICAS APLICADAS..IIMAS4351300435,CIUDAD DE MÉXICO,MÉXICO
2009,122776,DR.,"ACEVEDO DAVILA, JORGE LEOBARDO",C,01/01/2007,31/12/2009,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,,BIOMATERIALES,"CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES, S.A. DE C.V. (COMIMSA)",DIRECCION DE DESARROLLO TECNOLOGICO,COAHUILA DE ZARAGOZA,MÉXICO
2009,30438,DR.,"ACEVEDO FERNANDEZ, JUAN JOSE",1,01/01/2008,31/12/2010,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,CIENCIAS DE LA SALUD Y AMBIENTE,"D EN C, ESP. FISIOLOGIA",UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,FACULTAD DE MEDICINA,MORELOS,MÉXICO
2009,31844,DRA.,"ACEVEDO GASMAN, FRANCISCA MARIA JOSE",1,01/01/2007,31/12/2009,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,GENETICA AGRONOMICA,BIOSEGURIDAD,COMISION NACIONAL PARA EL CONOCIMIENTO Y USO DE LA BIODIVERSIDAD,DIRECCION TECNICA DE ANALISIS Y PRIORIDADES,CIUDAD DE MÉXICO,MÉXICO
2009,35256,DRA.,"ACEVEDO MOSQUEDA, MARIA ELENA",C,01/01/2008,31/12/2010,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,MATEMATICAS,,MEMORIAS ASOCIATIVAS BIDIRECCIONALES,INSTITUTO POLITÉCNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,CIUDAD DE MÉXICO,MÉXICO
2009,39375,DRA.,"ACEVEDO RODRIGO, ARIADNA MARIA",C,01/01/2009,31/12/2009,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA SOCIAL,HISTORIA SOCIAL DE LA EDUCACION,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,DEPTO. DE INVESTIGACIONES EDUCATIVAS,CIUDAD DE MÉXICO,MÉXICO
2009,20152,DR.,"ACEVEDO SANDOVAL, OTILIO ARTURO",1,01/01/2008,31/12/2011,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,CIENCIAS DE LA TIERRA Y DEL COSMOS,EDAFOLOGIA,MINERALOGIA DE LA FRACCION ARCILLA,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE INVESTIGACIONES EN CIENCIAS DE LA TIERRA,HIDALGO,MÉXICO
2009,3952,DRA.,"ACEVEDO VALDES, MARIA ESTHER",2,01/01/2005,31/12/2009,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA DEL ARTE,SIGLO XIX Y XX MEXICANO,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA (INAH),DIRECCION DE ESTUDIOS HISTORICOS,CIUDAD DE MÉXICO,MÉXICO
2009,4284,DR.,"ACEVEDO VALERIO, VICTOR ANTONIO",1,01/01/2006,31/12/2009,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,DESARROLLO ECONOMICO REGIONAL,DESARROLLO REGIONAL Y SECTORIAL,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,FACULTAD DE ECONOMIA,MICHOACÁN DE OCAMPO,MÉXICO
2009,21506,DR.,"ACEVES AVILA, FRANCISCO JAVIER",1,01/01/2007,31/12/2010,III.- MEDICINA Y CIENCIAS DE LA SALUD,MEDICINA Y PATOLOGIA HUMANA,REUMATOLOGIA,REUMATOLOGIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,HOSPITAL GENERAL REGIONAL NO. 46 GUADALAJARA,JALISCO,MÉXICO
2009,22379,DR.,"ACEVES CAMPOS, HECTOR",1,01/01/2008,31/12/2011,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,ASTRONOMIA Y ASTROFISICA,ASTROFISICA,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE ASTRONOMIA,BAJA CALIFORNIA,MÉXICO
2009,201423,DR.,"ACEVES DE LA CRUZ, FERMIN",1,01/01/2007,31/12/2009,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,,FISICA MATEMATICA,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,MÉXICO
2009,13947,DR.,"ACEVES GONZALEZ, FRANCISCO DE JESUS",2,01/01/2009,31/12/2012,V.- CIENCIAS SOCIALES,SOCIOLOGIA,COMUNICACIONES MASIVAS,COMUNICACION POLITICA,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS SOCIALES Y HUMANIDADES,JALISCO,MÉXICO
2009,12956,DR.,"ACEVES LOZANO, JORGE EDUARDO",2,01/01/2009,31/12/2013,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,ANTROPOLOGIA,ANTROPOLOGIA SOCIAL,ANTROPOLOGIA URBANA Y DE CULTURAS CONTEMPORANEAS,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD OCCIDENTE,JALISCO,MÉXICO
2009,120941,DR.,"ACEVES MEDINA, GERARDO",1,01/01/2008,31/12/2010,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,ECOLOGIA,ECOLOGIA DEL ICTIOPLANCTON,INSTITUTO POLITÉCNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,BAJA CALIFORNIA SUR,MÉXICO
2009,2740,DR.,"ACEVES MIJARES, MARIANO",2,01/01/2006,31/12/2010,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,INGENIERIA DE COM. ELECT. Y CONTROL,DISPOSITIVOS DE ESTADO SOLIDO,"INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA, (INAOE)",AREA DE ELECTRONICA,PUEBLA,MÉXICO
2009,10150,DRA.,"ACEVES PASTRANA, PATRICIA ELENA",1,01/01/2006,31/12/2009,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA DE LAS CIENCIAS,HISTORIA DE LAS CIENCIAS QUIMICAS Y BIOLOGICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,DIVISION DE CIENCIAS BIOLOGICAS Y DE LA SALUD. XOCHIMILCO,CIUDAD DE MÉXICO,MÉXICO
2009,253,DR.,"ACEVES RUIZ, JORGE",Emérito,01/01/2003,31/12/2012,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,FISIOLOGIA,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,"DEPTO. DE FISIOLOGIA, BIOFISICA Y NEUROCIENCIAS",CIUDAD DE MÉXICO,MÉXICO
2009,5468,DR.,"ACEVES VELASCO, CARMEN YOLANDA",2,01/01/2006,31/12/2009,III.- MEDICINA Y CIENCIAS DE LA SALUD,MEDICINA Y PATOLOGIA HUMANA,CIENCIAS Y SERVICIOS DE LA SALUD,ENDOCRINOLOGIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE NEUROBIOLOGIA,QUERÉTARO,MÉXICO
2009,216920,DR.,"ACHARYA X, ARUN KUMAR",C,01/01/2008,31/12/2010,V.- CIENCIAS SOCIALES,DEMOGRAFIA,,MIGRACION Y GENERO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,INSTITUTO DE INVESTIGACIONES SOCIALES,NUEVO LEÓN,MÉXICO
2009,201720,DRA.,"ACHIM, ANCA MIRUNA",C,01/01/2007,31/12/2009,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,,HISTORIA DE LA CIENCIA EN EL MEXICO COLONIAL,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD CUAJIMALPA,CIUDAD DE MÉXICO,MÉXICO
2009,20112,DR.,"ACHO ZUPPA, LEONARDO",1,01/01/2008,31/12/2011,VII.- INGENIERÍAS ,MATEMATICAS,CONTROL,CONTROL AUTOMATICO,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción
2009,218194,DR.,"ACKERMAN ROSE, JOHN MILL",1,01/01/2008,31/12/2010,V.- CIENCIAS SOCIALES,CIENCIAS JURIDICAS Y DERECHO,,"REFORMA DEL ESTADO, POLITICA Y DERECHO",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE INVESTIGACIONES JURIDICAS,CIUDAD DE MÉXICO,MÉXICO
2009,213873,DR.,"ACKERMANN, NILS-HEYE",1,01/01/2008,31/12/2010,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,MATEMATICAS,,ECUACIONES ELIPTICAS Y PARABOLICAS SEMILINEALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE MATEMATICAS,CIUDAD DE MÉXICO,MÉXICO
2009,21565,DRA.,"ACLE TOMASINI, GUADALUPE",2,01/01/2009,31/12/2012,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,PSICOLOGIA,PSICOLOGIA ESCOLAR,EDUCACION ESPECIAL,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE ESTUDIOS SUPERIORES ZARAGOZA,CIUDAD DE MÉXICO,MÉXICO
2009,31385,DR.,"ACOSTA ALEJANDRO, MANUEL",1,01/01/2008,31/12/2010,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,FISICA TEORICA Y APLICADA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DIVISION ACADEMICA DE CIENCIAS BASICAS,TABASCO,MÉXICO
2009,80030,DR.,"ACOSTA BARRADAS, REY",1,01/01/2009,31/12/2011,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,,ECONOMIA AGRICOLA,UNIVERSIDAD VERACRUZANA,No Disponible,VERACRUZ DE IGNACIO DE LA LLAVE,MÉXICO
2009,201241,DR.,"ACOSTA CANO DE LOS RIOS, PEDRO RAFAEL",1,01/01/2007,31/12/2009,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,,CONTROL,TECNOLÓGICO NACIONAL DE MÉXICO,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,CHIHUAHUA,MÉXICO
2009,120130,DR.,"ACOSTA DIAZ, EFRAIN",1,01/01/2009,31/12/2012,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,AGRICULTURA EN ZONAS ARIDAS,FISIOLOGIA DE CULTIVOS,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL NORESTE (N.L.),NUEVO LEÓN,MÉXICO
2009,12725,DR.,"ACOSTA DIAZ, FELIX",1,01/01/2006,31/12/2009,V.- CIENCIAS SOCIALES,DEMOGRAFIA,DEMOGRAFIA,DEMOGRAFIA DE LA FAMILIA Y MERCADOS DE TRABAJO,"EL COLEGIO DE LA FRONTERA NORTE, A.C. (COLEF)",CENTRO DE ESTUDIOS FRONTERIZOS DEL NORTE DE MEXICO-TIJUANA,BAJA CALIFORNIA,MÉXICO
2009,25722,DRA.,"ACOSTA DIAZ, MILENIS",1,01/01/2006,31/12/2009,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,PREPARACION Y CARACTERIZACION DE PELICULAS DELGADA,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE INGENIERIA,YUCATÁN,MÉXICO
2009,229114,DR.,"ACOSTA DIBARRAT, JORGE PABLO",C,01/01/2009,31/12/2011,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,,PATOLOGIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE CIENCIAS AGROPECUARIAS,HIDALGO,MÉXICO
2009,121856,DR.,"ACOSTA ELIAS, J. JESUS",1,01/01/2008,31/12/2010,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,COMUNICACIONES,SISTEMAS DISTRIBUIDOS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE CIENCIAS,SAN LUIS POTOSÍ,MÉXICO
2009,36610,DRA.,"ACOSTA ENRIQUEZ, MILKA DEL CARMEN",C,01/01/2008,31/12/2010,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,,COMUNICACIONES OPTICAS,UNIVERSIDAD DE SONORA,DIVISION DE CIENCIAS EXACTAS Y NATURALES,SONORA,MÉXICO
2009,8146,DR.,"ACOSTA GALLEGOS, JORGE ALBERTO",3,01/01/2006,31/12/2010,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,GENETICA AGRONOMICA,MEJORAMIENTO GENETICO,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL CENTRO (GTO.),GUANAJUATO,MÉXICO
2009,21647,DR.,"ACOSTA GARCIA, GERARDO",1,01/01/2009,31/12/2012,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,MATEMATICAS,TOPOLOGIA,TEORIA DE CONTINUOS Y SISTEMAS DINAMICOS DISCRETOS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE MATEMATICAS,CIUDAD DE MÉXICO,MÉXICO
2009,4509,DR.,"ACOSTA GIO, ADELFO ENRIQUE",2,01/01/2006,31/12/2009,III.- MEDICINA Y CIENCIAS DE LA SALUD,,PROTESIS,"CARIES DENTAL, CONTROL DE INFECCIONES NOSOCOMIALES",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE ODONTOLOGIA,CIUDAD DE MÉXICO,MÉXICO
2009,7880,DR.,"ACOSTA GONZALEZ, FRANCISCO ANDRES",1,01/01/2006,31/12/2009,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,INGENIERIA QUIMICA METALURGICA,INGENIERIA DE PROCESOS METALURGICOS,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,UNIDAD SALTILLO,COAHUILA DE ZARAGOZA,MÉXICO
2009,201054,BIOL.,"ACOSTA GUTIERREZ, ROXANA",C,01/01/2007,31/12/2009,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,,SISTEMATICA Y BIOGEOGRAFIA DE SIPHONAPTERA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE CIENCIAS,CIUDAD DE MÉXICO,MÉXICO
2009,200952,DR.,"ACOSTA LEON, AMELIA",1,01/01/2007,31/12/2009,V.- CIENCIAS SOCIALES,CIENCIAS POLITICAS,,SOCIALES Y HUMANIDADES,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DIVISION ACADEMICA DE CIENCIAS SOCIALES Y HUMANIDADES,TABASCO,MÉXICO
2009,73689,DR.,"ACOSTA MAGALLANES, FERMIN",C,01/01/2009,31/12/2011,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,MATEMATICAS,,MATEMATICAS,INSTITUTO POLITÉCNICO NACIONAL,UNIDAD PROFESIONAL INTERDISCIPL. EN ING. Y TEC. AVAN..UPIITA4011100401,CIUDAD DE MÉXICO,MÉXICO
2009,234977,DRA.,"ACOSTA MARQUEZ, MARIA PILAR",C,01/01/2009,31/12/2011,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,,INGENIERIA MULTIMEDIA,UNIVERSIDAD VERACRUZANA,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,VERACRUZ DE IGNACIO DE LA LLAVE,MÉXICO
2009,120961,DR.,"ACOSTA MESA, HECTOR GABRIEL",1,01/01/2008,31/12/2010,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,COMPUTACION,ANALISIS DE IMAGENES.,UNIVERSIDAD VERACRUZANA,FACULTAD DE FISICA E INTELIGENCIA ARTIFICIAL,VERACRUZ DE IGNACIO DE LA LLAVE,MÉXICO
2009,59007,DR.,"ACOSTA MIRELES, MIGUEL",1,01/01/2007,31/12/2009,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,,SERVICIOS AMBIENTALES,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL CENTRO (MEX.),MÉXICO,MÉXICO
2009,326,DR.,"ACOSTA NAJARRO, DWIGHT ROBERTO",2,01/01/2009,31/12/2013,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,FISICA DEL ESTADO SOLIDO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE FISICA,CIUDAD DE MÉXICO,MÉXICO
2009,244122,DR.,"ACOSTA OLIVO, CARLOS ALBERTO",C,01/01/2009,31/12/2011,III.- MEDICINA Y CIENCIAS DE LA SALUD,MEDICINA Y PATOLOGIA HUMANA,,ORTOPEDIA Y TRAUMATOLOGIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEÓN,MÉXICO
