AÑO,CVU,NOBILIS,NOMBRE DEL INVESTIGADOR,NIVEL,FECHA DE INICIO DE VIGENCIA,FECHA DE FIN DE VIGENCIA,ÁREA DEL CONOCIMIENTO,DISCIPLINA,SUBDISCIPLINA,ESPECIALIDAD,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ENTIDAD FEDERATIVA,PAÍS
2007,201243,DR.,"ABREU GOODGER, CEI LEANDER GASTON",C,2007-01-01,2009-12-31,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,GENOMICA COMPUTACIONAL / BIOINFORMATICA,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción
2007,2383,DR.,"ABREU GROBOIS, FEDERICO ALBERTO",1,2007-01-01,2010-12-31,II.- BIOLOGÍA Y QUÍMICA,BIOLOGIA,GENETICA,GENETICA Y CONSERVACION DE TORTUGAS MARINAS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,SINALOA,MÉXICO
2007,21903,DR.,"ABUD ARCHILA, MIGUEL",1,2006-01-01,2008-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,AGRONOMIA,TRATAMIENTOS POST-COSECHA DE ALIMENTOS CON ENFASIS EN SECADO,TECNOLÓGICO NACIONAL DE MÉXICO,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIERREZ,CHIAPAS,MÉXICO
2007,21717,DR.,"ABURTO ANELL, JORGE ARTURO",1,2006-01-01,2008-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,BIOTECNOLOGIA,BIOTECNOLOGIA,"POL-MEROS NATURALES, RECONOCIMIENTO MOLECULAR Y BIOCAT-LISIS",INSTITUTO MEXICANO DEL PETROLEO,DIRECCION EJECUTIVA DE INVESTIGACION Y POSGRADO,CIUDAD DE MÉXICO,MÉXICO
2007,25662,DRA.,"ABURTO ESPINA, ANDREA LUISA",1,2007-01-01,2009-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,SUPERCONDUCTIVIDAD Y PROPIEDADES DE TRANSPORTE,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE CIENCIAS,CIUDAD DE MÉXICO,MÉXICO
2007,120798,DR.,"ABURTO OROPEZA, MARCO OCTAVIO",C,2006-01-01,2008-12-31,II.- BIOLOGÍA Y QUÍMICA,BIOLOGIA,BIOLOGIA MARINA,ECOLOGIA DE PECES,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,AREA INTERDISCIPLINARIA DE CIENCIAS DEL MAR,BAJA CALIFORNIA SUR,MÉXICO
2007,121526,DR.,"ACCINELLI GAMBA, ELVIO",2,2006-01-01,2009-12-31,V.- CIENCIAS SOCIALES,ECONOMIA,TEORIA ECONOMICA,ECONOMIA MATEMATICA,UNIVERSIDAD AUTONOMA METROPOLITANA,No Disponible,CIUDAD DE MÉXICO,MÉXICO
2007,59695,DRA.,"ACEDO FELIX, EVELIA",1,2007-01-01,2009-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONOMICAS Y VE,MICROBIOLOGIA MOLECULAR,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C. (CIAD)",DIRECCION DE CIENCIA Y TECNOLOGIA DE ALIMENTOS,SONORA,MÉXICO
2007,25262,M. EN C.,"ACEVEDO ARTEAGA, LAURA ALICIA",1,2007-01-01,2009-12-31,II.- BIOLOGÍA Y QUÍMICA,QUIMICA,QUIMICA,PRODUCTOS NATURALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE QUIMICA,CIUDAD DE MÉXICO,MÉXICO
2007,7307,DR.,"ACEVEDO CONTLA, PEDRO JESUS",1,2004-01-01,2007-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,COMPUTACION,OBTENCION DE IMAGENES POR ULTRASONIDO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE INVESTIGACIONES EN MATEMATICAS APLICADAS..IIMAS,CIUDAD DE MÉXICO,MÉXICO
2007,122776,DR.,"ACEVEDO DAVILA, JORGE LEOBARDO",C,2007-01-01,2009-12-31,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,TECNOLOGIA DE LAS MATERIAS,BIOMATERIALES,"CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES, S.A. DE C.V. (COMIMSA)",DIRECCION DE DESARROLLO TECNOLOGICO,COAHUILA DE ZARAGOZA,MÉXICO
2007,30438,DR.,"ACEVEDO FERNANDEZ, JUAN JOSE",C,2007-01-01,2007-12-31,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD Y AMBIENTE,ESP. EN FISIOLOGIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,FACULTAD DE MEDICINA,MORELOS,MÉXICO
2007,31844,DRA.,"ACEVEDO GASMAN, FRANCISCA MARIA JOSE",1,2007-01-01,2009-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,GENETICA AGRONOMICA,BIOSEGURIDAD,COMISION NACIONAL PARA EL CONOCIMIENTO Y USO DE LA BIODIVERSIDAD,COMISION NACIONAL PARA EL CONOCIMIENTO Y USO DE LA BIODIVERS,CIUDAD DE MÉXICO,MÉXICO
2007,123260,DR.,"ACEVEDO HERNANDEZ, GUSTAVO JAVIER",C,2006-01-01,2008-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,BIOTECNOLOGIA,BIOTECNOLOGIA AGRICOLA,BIOLOGIA MOLECULAR,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,UNIDAD IRAPUATO,GUANAJUATO,MÉXICO
2007,33929,DR.,"ACEVEDO MASCARUA, JOAQUIN",1,2006-01-01,2008-12-31,VII.- INGENIERÍAS ,INGENIERIA QUIMICA,PROCESO,SINTESIS Y DISEÑO DE PROCESOS POR COMPUTADORA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CAMPUS MONTERREY,NUEVO LEÓN,MÉXICO
2007,39375,DRA.,"ACEVEDO RODRIGO, ARIADNA MARIA",C,2006-01-01,2008-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA SOCIAL,"HISTORIA DE LA EDUCACION, 1876-1940.",CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,DEPTO. DE INVESTIGACIONES EDUCATIVAS,CIUDAD DE MÉXICO,MÉXICO
2007,20152,DR.,"ACEVEDO SANDOVAL, OTILIO ARTURO",1,2005-01-01,2007-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,EDAFOLOGIA,"GENESIS Y CLASIFICACION DE SUELOS, MINERALOGIA DE LA FRACCIO",UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE INVESTIGACIONES EN CIENCIAS DE LA TIERRA,HIDALGO,MÉXICO
2007,3952,DRA.,"ACEVEDO VALDES, MARIA ESTHER",2,2005-01-01,2009-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA DEL ARTE,SIGLO XIX Y XX MEXICANO,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA (INAH),DIRECCION DE ESTUDIOS HISTORICOS,CIUDAD DE MÉXICO,MÉXICO
2007,4284,DR.,"ACEVEDO VALERIO, VICTOR ANTONIO",1,2006-01-01,2009-12-31,V.- CIENCIAS SOCIALES,ECONOMIA,DESARROLLO ECONOMICO REGIONAL,DESARROLLO REGIONAL Y SECTORIAL,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,ESCUELA DE ECONOMIA,MICHOACÁN DE OCAMPO,MÉXICO
2007,21506,DR.,"ACEVES AVILA, FRANCISCO JAVIER",1,2007-01-01,2010-12-31,III.- MEDICINA Y CIENCIAS DE LA SALUD,MEDICINA,REUMATOLOGIA,REUMATOLOGIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,HOSPITAL GENERAL DE ZONA 46,JALISCO,MÉXICO
2007,22379,DR.,"ACEVES CAMPOS, HECTOR",1,2005-01-01,2007-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,ASTRONOMIA,ASTROFISICA,DINAMICA ESTELAR,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE ASTRONOMIA,BAJA CALIFORNIA,MÉXICO
2007,201423,DR.,"ACEVES DE LA CRUZ, FERMIN",1,2007-01-01,2009-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA TEORICA,FISICA MATEMATICA,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,MÉXICO
2007,13947,DR.,"ACEVES GONZALEZ, FRANCISCO DE JESUS",1,2005-01-01,2008-12-31,V.- CIENCIAS SOCIALES,COMUNICACION,COMUNICACIONES MASIVAS,COMUNICACION POLITICA,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS SOCIALES Y HUMANIDADES,JALISCO,MÉXICO
2007,120834,DR.,"ACEVES LOPEZ, ALEJANDRO",C,2006-01-01,2008-12-31,VII.- INGENIERÍAS ,INGENIERIA ELECTRICA,AUTOMATIZACION Y CONTROL,CONTROL DIFUSO,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CAMPUS ESTADO DE MEXICO,MÉXICO,MÉXICO
2007,12956,DR.,"ACEVES LOZANO, JORGE EDUARDO",2,2004-01-01,2008-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,ANTROPOLOGIA,ANTROPOLOGIA SOCIAL,ANTROPOLOGIA URBANA Y ESTUDIOS CULTURALES,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD OCCIDENTE,JALISCO,MÉXICO
2007,120941,DR.,"ACEVES MEDINA, GERARDO",C,2005-01-01,2007-12-31,II.- BIOLOGÍA Y QUÍMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA MARINA,INSTITUTO POLITÉCNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,BAJA CALIFORNIA SUR,MÉXICO
2007,2740,DR.,"ACEVES MIJARES, MARIANO",2,2006-01-01,2010-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,INGENIERIA DE COM. ELECT. Y CONTROL,DISPOSITIVOS DE ESTADO SOLIDO,"INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA, (INAOE)",AREA DE ELECTRONICA,PUEBLA,MÉXICO
2007,10150,DRA.,"ACEVES PASTRANA, PATRICIA ELENA",1,2006-01-01,2009-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA DE LAS CIENCIAS,HISTORIA DE LAS CIENCIAS QUIMICAS Y BIOLOGICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,DIVISION DE CIENCIAS BIOLOGICAS Y DE LA SALUD. XOCHIMILCO,CIUDAD DE MÉXICO,MÉXICO
2007,253,DR.,"ACEVES RUIZ, JORGE",Emérito,2003-01-01,2012-12-31,II.- BIOLOGÍA Y QUÍMICA,BIOLOGIA,FISIOLOGIA,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,"DEPTO. DE FISIOLOGIA, BIOFISICA Y NEUROCIENCIAS",CIUDAD DE MÉXICO,MÉXICO
2007,1635,DR.,"ACEVES TORRES, RAUL",2,2006-01-01,2009-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,PROCESOS ESTIMULADOS Y ESPECTROSCOPIA DE DEFECTOS EN MATERIA,UNIVERSIDAD DE SONORA,DIVISION DE CIENCIAS EXACTAS Y NATURALES,SONORA,MÉXICO
2007,5468,DR.,"ACEVES VELASCO, CARMEN YOLANDA",2,2006-01-01,2009-12-31,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,CIENCIAS Y SERVICIOS DE LA SALUD,ENDOCRINOLOGIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE NEUROBIOLOGIA,QUERÉTARO,MÉXICO
2007,201720,DRA.,"ACHIM, ANCA MIRUNA",C,2007-01-01,2009-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,HISTORIA,HISTORIA ESPECIALIZADA,HISTORIA DE LA CIENCIA EN EL MEXICO COLONIAL,UNIVERSIDAD AUTONOMA METROPOLITANA,No Disponible,CIUDAD DE MÉXICO,MÉXICO
2007,20112,DR.,"ACHO ZUPPA, LEONARDO",1,2005-01-01,2007-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,CONTROL,CONTROL,INSTITUTO POLITÉCNICO NACIONAL,CENTRO DE INVESTIGACION Y DESARROLLO DE TECNOLOGIA DIGITAL,BAJA CALIFORNIA,MÉXICO
2007,21565,DRA.,"ACLE TOMASINI, GUADALUPE",1,2005-01-01,2008-12-31,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,PSICOLOGIA,PSICOLOGIA ESCOLAR,EDUCACION ESPECIAL,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE ESTUDIOS SUPERIORES ZARAGOZA,CIUDAD DE MÉXICO,MÉXICO
2007,31385,DR.,"ACOSTA ALEJANDRO, MANUEL",C,2007-01-01,2007-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,FISICA TEORICA Y APLICADA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DIVISION ACADEMICA DE CIENCIAS BASICAS,TABASCO,MÉXICO
2007,122411,DR.,"ACOSTA BERMEJO, RAUL",C,2006-01-01,2008-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,COMPUTACION,"INGENIERIA ELECTRICA Y ELECTRONICA, ESPECIALIDAD EN COMPUTAC",INSTITUTO POLITÉCNICO NACIONAL,ESCUELA SUPERIOR DE COMPUTO,CIUDAD DE MÉXICO,MÉXICO
2007,201241,DR.,"ACOSTA CANO DE LOS RIOS, PEDRO RAFAEL",1,2007-01-01,2009-12-31,VII.- INGENIERÍAS ,CIENCIAS DE LA TECNOLOGIA,TECNOLOGIA ELECTRONICA,CONTROL,TECNOLÓGICO NACIONAL DE MÉXICO,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,CHIHUAHUA,MÉXICO
2007,120130,DR.,"ACOSTA DIAZ, EFRAIN",1,2006-01-01,2008-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,AGRICULTURA EN ZONAS ARIDAS,ESTRES ABIOTICO,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL NORESTE (N.L.),NUEVO LEÓN,MÉXICO
2007,12725,DR.,"ACOSTA DIAZ, FELIX",1,2006-01-01,2009-12-31,V.- CIENCIAS SOCIALES,DEMOGRAFIA,DEMOGRAFIA,DEMOGRAFIA DE LA FAMILIA Y MERCADOS DE TRABAJO,"EL COLEGIO DE LA FRONTERA NORTE, A.C. (COLEF)",CENTRO DE ESTUDIOS FRONTERIZOS DEL NORTE DE MEXICO-TIJUANA,BAJA CALIFORNIA,MÉXICO
2007,25722,DRA.,"ACOSTA DIAZ, MILENIS",1,2006-01-01,2009-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,PREPARACION Y CARACTERIZACION DE PELICULAS DELGADAS,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE INGENIERIA,YUCATÁN,MÉXICO
2007,121856,DR.,"ACOSTA ELIAS, J. JESUS",C,2005-01-01,2007-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,COMUNICACIONES,SISTEMAS DISTRIBUIDOS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE CIENCIAS,SAN LUIS POTOSÍ,MÉXICO
2007,8146,DR.,"ACOSTA GALLEGOS, JORGE ALBERTO",3,2006-01-01,2010-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,GENETICA AGRONOMICA,MEJORAMIENTO GENETICO,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL CENTRO (GTO.),GUANAJUATO,MÉXICO
2007,21647,DR.,"ACOSTA GARCIA, GERARDO",1,2005-01-01,2008-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,MATEMATICAS,TOPOLOGIA,TEORIA DE CONTINUOS Y SISTEMAS DINAMICOS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE MATEMATICAS,OAXACA,MÉXICO
2007,37552,DR.,"ACOSTA GARCIA, GERARDO",C,2006-01-01,2008-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,BIOTECNOLOGIA,BIOTECNOLOGIA AGRICOLA,REPRODUCCION VEGETAL,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción,Sin Institución de adscripción
2007,4509,DR.,"ACOSTA GIO, ADELFO ENRIQUE",2,2006-01-01,2009-12-31,III.- MEDICINA Y CIENCIAS DE LA SALUD,ODONTOLOGIA,PROTESIS,"CARIES DENTAL, CONTROL DE INFECCIONES NOSOCOMIALES, RESPUEST",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE ODONTOLOGIA,CIUDAD DE MÉXICO,MÉXICO
2007,7880,DR.,"ACOSTA GONZALEZ, FRANCISCO ANDRES",1,2006-01-01,2009-12-31,VII.- INGENIERÍAS ,INGENIERIA MINERA,INGENIERIA QUIMICA METALURGICA,INGENIERIA DE PROCESOS METALURGICOS,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,UNIDAD SALTILLO,COAHUILA DE ZARAGOZA,MÉXICO
2007,201054,BIOL.,"ACOSTA GUTIERREZ, ROXANA",C,2007-01-01,2009-12-31,II.- BIOLOGÍA Y QUÍMICA,CIENCIAS DE LA VIDA,ENTOMOLOGIA GENERAL,SISTEMATICA Y BIOGEOGRAFIA DE SIPHONAPTERA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE CIENCIAS,CIUDAD DE MÉXICO,MÉXICO
2007,200952,DR.,"ACOSTA LEON, AMELIA",1,2007-01-01,2009-12-31,V.- CIENCIAS SOCIALES,CIENCIAS POLITICAS,ADMINISTRACION PUBLICA,SOCIALES Y HUMANIDADES,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DIVISION ACADEMICA DE CIENCIAS SOCIALES Y HUMANIDADES,TABASCO,MÉXICO
2007,120961,DR.,"ACOSTA MESA, HECTOR GABRIEL",C,2005-01-01,2007-12-31,VII.- INGENIERÍAS ,INGENIERIA DE COM. ELECT. Y CONTROL,COMPUTACION,VISION COMPUTACIONAL,UNIVERSIDAD VERACRUZANA,FACULTAD DE FISICA E INTELIGENCIA ARTIFICIAL,VERACRUZ DE IGNACIO DE LA LLAVE,MÉXICO
2007,59007,DR.,"ACOSTA MIRELES, MIGUEL",1,2007-01-01,2009-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,SERVICIOS AMBIENTALES,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS  Y PECUARIAS",CIR DEL CENTRO (MEX.),MÉXICO,MÉXICO
2007,326,DR.,"ACOSTA NAJARRO, DWIGHT ROBERTO",2,2004-01-01,2008-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,"PELICULAS DELGADAS, MICROSCOPIA ELECTRONICA",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSTITUTO DE FISICA,CIUDAD DE MÉXICO,MÉXICO
2007,15229,DR.,"ACOSTA ORTIZ, RICARDO",1,2005-01-01,2008-12-31,VII.- INGENIERÍAS ,INGENIERIA DE MATERIALES,POLIMEROS,FOTOPOLIMERIZACIONES CATIONICAS,CENTRO DE INVESTIGACION EN QUIMICA APLICADA (CIQA),DIVISION DE PROCESOS QUIMICOS,COAHUILA DE ZARAGOZA,MÉXICO
2007,6404,DRA.,"ACOSTA ORTIZ, SOFIA ELIZABETH",1,2004-01-01,2007-12-31,I.- FÍSICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA,FISICA,FISICA DEL ESTADO SOLIDO,PROPIEDADES OPTICAS DE SEMICONDUCTORES Y FISICA DE LASERES,LASER TECH,LASER TECH,AGUASCALIENTES,MÉXICO
2007,31835,DR.,"ACOSTA RAMOS, MARCELO",C,2007-01-01,2007-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,AGRONOMIA,FITOPATOLOGIA EN AGRONOMIA,,UNIVERSIDAD AUTONOMA CHAPINGO,DEPTO. DE PARASITOLOGIA AGRICOLA,MÉXICO,MÉXICO
2007,4838,DR.,"ACOSTA ROMERO, MIGUEL",Emérito,2002-07-01,2009-06-30,V.- CIENCIAS SOCIALES,DERECHO Y JURISPRUDENCIA,DERECHO ADMINISTRATIVO,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,FACULTAD DE DERECHO,CIUDAD DE MÉXICO,MÉXICO
2007,121724,M. EN C.,"ACOSTA RUIZ, MANUEL DE JESUS",1,2005-01-01,2007-12-31,VI.- BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS,BIOTECNOLOGIA,BIOTECNOLOGIA DE ALIMENTOS,NUTRICION FUNCIONAL,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C., A.C. (CICESE)",UNIDAD DE BIOLOGIA EXPERIMENTAL Y APLICADA,BAJA CALIFORNIA,MÉXICO
