NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"MENA CERVANTES,VIOLETA YASMIN","MENA CERVANTES,VIOLETA YASMIN",100.0,"MENA CERVANTES,VIOLETA YASMIN","MENA CERVANTES,VIOLETA YASMIN",False,60.0,Institución
"MENA CERVANTES,VIOLETA YASMIN","MENA CERVANTES,VIOLETA YAZMIN",9.6,"MENA CERVANTES,VIOLETA YASMIN","MENA CERVANTES,VIOLETA YAZMIN",False,60.0,Institución
"MENDEZ TENORIO,ALFONSO","MENDEZ TENORIO,ALFONSO",100.0,"MENDEZ TENORIO,ALFONSO","MENDEZ TENORIO,ALFONSO",False,40.0,Similitud Nombre (100%)
"MENDEZ BLAS,ANTONIO","MENDEZ,ANTONIO",8.5,"MENDEZ BLAS,ANTONIO","MENDEZ,ANTONIO",False,60.0,Institución
"MENDEZ DORADO,MARIO ALBERTO","MENDEZ,MARIO ALBERTO",8.1,"MENDEZ DORADO,MARIO ALBERTO","MENDEZ,MARIO ALBERTO",False,60.0,Institución
"MENDOZA DE LA CRUZ,JOSE LUIS","MENDOZA DE LA CRUZ,JOSE LUIS",100.0,"MENDOZA DE LA CRUZ,JOSE LUIS","MENDOZA DE LA CRUZ,JOSE LUIS",False,60.0,Institución
"MENDOZA DE LA CRUZ,JOSE LUIS","MENDOZA DE LA CRUZ,JOSELUIS",9.7,"MENDOZA DE LA CRUZ,JOSE LUIS","MENDOZA DE LA CRUZ,JOSELUIS",False,60.0,Institución
"MENDOZA DUARTE,MONICA ELVIRA","MENDOZA DUARTE,MONICA ELVIRA",100.0,"MENDOZA DUARTE,MONICA ELVIRA","MENDOZA DUARTE,MONICA ELVIRA",False,40.0,Sin coincidencias
"MENDOZA,CARLOS","MENDOZA,CARLOS",100.0,"MENDOZA,CARLOS","MENDOZA,CARLOS",False,60.0,Institución
"MENDEZ LOZANO,JESUS","MENDOZA,JESUS",85.0,"MENDEZ LOZANO,JESUS","MENDOZA,JESUS",False,60.0,Institución
"MENDEZ DIAZ,MONICA","MENDOZA,MONICA",8.3,"MENDEZ DIAZ,MONICA","MENDOZA,MONICA",False,60.0,Institución
"MENDOZA GOMEZ,RODOLFO","MENDOZA,RODOLFO",85.0,"MENDOZA GOMEZ,RODOLFO","MENDOZA,RODOLFO",False,60.0,Institución
"MENESES RUIZ,EDITH","MENESES RUIZ,EDITH",100.0,"MENESES RUIZ,EDITH","MENESES RUIZ,EDITH",True,80.0,"Institución, Fecha"
"MERCADO CRUZ,EDUARDO","MERCADO,EDUARDO",8.6,"MERCADO CRUZ,EDUARDO","MERCADO,EDUARDO",False,40.0,Sin coincidencias
"GARCIA GARCIA,JESUS ALBERTO","MEXICANO GARCIA,JESUS ALBERTO",8.2,"GARCIA GARCIA,JESUS ALBERTO","MEXICANO GARCIA,JESUS ALBERTO",False,60.0,Institución
"MIJAREZ CASTRO,RITO","MIJAREZ CASTRO,RITO",100.0,"MIJAREZ CASTRO,RITO","MIJAREZ CASTRO,RITO",False,60.0,Institución
"MIKI YOSHIDA,MARIO","MIKI YOSHIDA,MARIO",100.0,"MIKI YOSHIDA,MARIO","MIKI YOSHIDA,MARIO",False,40.0,Sin coincidencias
"MIRANDA GUERRERO,ROBERTO","MIRANDA GUERRERO,ROBERTO",100.0,"MIRANDA GUERRERO,ROBERTO","MIRANDA GUERRERO,ROBERTO",True,80.0,"Institución, Fecha"
"MIRANDA OLVERA,ALMA DELIA","MIRANDA OLVERA,ALMA DELIA",100.0,"MIRANDA OLVERA,ALMA DELIA","MIRANDA OLVERA,ALMA DELIA",False,60.0,Institución
"MIRANDA LOPEZ,FRANCISCO","MIRANDA,FRANCISCO",85.0,"MIRANDA LOPEZ,FRANCISCO","MIRANDA,FRANCISCO",False,60.0,Institución
"MIRELES JR. GARCIA,JOSE","MIRELES JR GARCIA,JOSE",9.8,"MIRELES JR. GARCIA,JOSE","MIRELES JR GARCIA,JOSE",False,40.0,Similitud Nombre (100%)
"MIRIDONOV,SERGUEI","MIRIDONOV,SERGUEI",100.0,"MIRIDONOV,SERGUEI","MIRIDONOV,SERGUEI",False,60.0,Fecha
"MOCTEZUMA BERTHIER,ANDRES EDUARDO","MOCTEZUMA BERTHIER,ANDRES EDUARDO",100.0,"MOCTEZUMA BERTHIER,ANDRES EDUARDO","MOCTEZUMA BERTHIER,ANDRES EDUARDO",False,60.0,Institución
"MOLINA TORRES,JORGE","MOLINA TORRES,JORGE",100.0,"MOLINA TORRES,JORGE","MOLINA TORRES,JORGE",False,40.0,Similitud Nombre (100%)
"MONDRAGON GONZALEZ,RICARDO","MONDRAGON GONZALEZ,RICARDO",100.0,"MONDRAGON GONZALEZ,RICARDO","MONDRAGON GONZALEZ,RICARDO",False,40.0,Sin coincidencias
"MONDRAGON VASQUEZ,KARINA","MONDRAGON VASQUEZ,KARINA",100.0,"MONDRAGON VASQUEZ,KARINA","MONDRAGON VASQUEZ,KARINA",False,60.0,Institución
"MONTESINOS GOMEZ,ROSA DEL CARMEN","MONTESINOS GOMEZ,ROSA DEL CARMEN",100.0,"MONTESINOS GOMEZ,ROSA DEL CARMEN","MONTESINOS GOMEZ,ROSA DEL CARMEN",False,40.0,Sin coincidencias
"MONTIEL SANCHEZ,LUISA ELENA","MONTIEL SANCHEZ,LUISA ELENA",100.0,"MONTIEL SANCHEZ,LUISA ELENA","MONTIEL SANCHEZ,LUISA ELENA",False,60.0,Institución
"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENCION",9.7,"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENCION",False,40.0,Similitud Nombre (100%)
"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENSION",9.3,"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENSION",False,38.8,Similitud Nombre (97%)
"MORA VALLEJO,RODOLFO JUVENTINO","MORA VALLEJO,RODOLFO JUVENTINO",100.0,"MORA VALLEJO,RODOLFO JUVENTINO","MORA VALLEJO,RODOLFO JUVENTINO",False,60.0,Institución
"MORALES CORONA,JUAN","MORALES CORONA,JUAN",100.0,"MORALES CORONA,JUAN","MORALES CORONA,JUAN",False,60.0,Institución
"MORALES GUADARRAMA,JUAN CARLOS AXAYACATL","MORALES GUADARRAMA,JUAN CARLOS AXAYACATL",100.0,"MORALES GUADARRAMA,JUAN CARLOS AXAYACATL","MORALES GUADARRAMA,JUAN CARLOS AXAYACATL",False,60.0,Institución
"MORALES REYES,ALICIA","MORALES REYES,ALICIA",100.0,"MORALES REYES,ALICIA","MORALES REYES,ALICIA",False,40.0,Similitud Nombre (100%)
"MORALES ROJAS,HUGO","MORALES ROJAS,HUGO",100.0,"MORALES ROJAS,HUGO","MORALES ROJAS,HUGO",False,60.0,Institución
"MORALES VILLAGRAN,ALBERTO","MORALES VILLAGRAN,ALBERTO",100.0,"MORALES VILLAGRAN,ALBERTO","MORALES VILLAGRAN,ALBERTO",False,60.0,Institución
"MORALES WONG,FERNANDO","MORALES,FERNANDO L",8.1,"MORALES WONG,FERNANDO","MORALES,FERNANDO L",False,37.6,Similitud Nombre (94%)
"MORALES LEAL,FRANCISCO JOSE","MORALES,FRANCISCO J",8.0,"MORALES LEAL,FRANCISCO JOSE","MORALES,FRANCISCO J",False,37.6,Similitud Nombre (94%)
"MORALES RIVAS,JESUS","MORALES,JESUS R",7.6,"MORALES RIVAS,JESUS","MORALES,JESUS R",False,37.2,Similitud Nombre (93%)
"MORALES MONTOR,JORGE","MORALES,JORGE",8.3,"MORALES MONTOR,JORGE","MORALES,JORGE",False,60.0,Institución
"MORALES ACEVEDO,JOSE ADRIAN","MORALES,JOSE ADRIAN PAEZ",7.2,"MORALES ACEVEDO,JOSE ADRIAN","MORALES,JOSE ADRIAN PAEZ",False,60.0,Institución
"MONREAL ROBLES,ROBERTO","MORALES,ROBERTO",8.3,"MONREAL ROBLES,ROBERTO","MORALES,ROBERTO",False,40.0,Sin coincidencias
"MORALES TLALPAN,VERONICA","MORALES,VERONICA",8.1,"MORALES TLALPAN,VERONICA","MORALES,VERONICA",True,80.0,"Institución, Fecha"
"MORAN PINEDA,FLORENCIA MARINA","MORAN PINEDA,FLORENCIA MARINA",100.0,"MORAN PINEDA,FLORENCIA MARINA","MORAN PINEDA,FLORENCIA MARINA",False,60.0,Institución
"MORENO GOMEZ,ALEJANDRO","MORENO,ALEJANDRO",8.3,"MORENO GOMEZ,ALEJANDRO","MORENO,ALEJANDRO",False,60.0,Institución
"MORENO BLAS,DANIEL","MORENO,DANIEL J",7.8,"MORENO BLAS,DANIEL","MORENO,DANIEL J",False,37.2,Similitud Nombre (93%)
"MORENO PEREZ,JAIME","MORENO,JAIME",8.3,"MORENO PEREZ,JAIME","MORENO,JAIME",False,60.0,Institución
"MORENO RAZO,JOSE ANTONIO","MORENO,JOSE ANTONIO",8.5,"MORENO RAZO,JOSE ANTONIO","MORENO,JOSE ANTONIO",False,60.0,Institución
"MORENO IBARRA,MARCO","MORENO,MARCO",8.1,"MORENO IBARRA,MARCO","MORENO,MARCO",False,60.0,Institución
"MORENO IBARRA,MARCO","MORENO,MARCOS",7.7,"MORENO IBARRA,MARCO","MORENO,MARCOS",False,60.0,Institución
"MORONES RAMIREZ,JOSE RUBEN","MORONES RAMIREZ,J RUBEN",9.1,"MORONES RAMIREZ,JOSE RUBEN","MORONES RAMIREZ,J RUBEN",False,38.0,Similitud Nombre (95%)
"MOUSATOV,ALEKSANDR","MOUSATOV,ALEKSANDR",100.0,"MOUSATOV,ALEKSANDR","MOUSATOV,ALEKSANDR",False,60.0,Institución
"MUNOZ ARROYO,JOSE ANTONIO","MUNOZ ARROYO,JOSE ANTONIO",100.0,"MUNOZ ARROYO,JOSE ANTONIO","MUNOZ ARROYO,JOSE ANTONIO",False,60.0,Institución
"MUNOZ MOYA,JOSE ANTONIO DOMINGO","MUNOZ MOYA,JOSE ANTONIO D",9.1,"MUNOZ MOYA,JOSE ANTONIO DOMINGO","MUNOZ MOYA,JOSE ANTONIO D",False,38.400000000000006,Similitud Nombre (96%)
"MURILLO LICEA,DANIEL","MURILLO,DANIEL",85.0,"MURILLO LICEA,DANIEL","MURILLO,DANIEL",False,60.0,Institución
"MURRIETA GUEVARA,FLORENTINO RAFAEL","MURRIETA GUEVARA,FLORENTINO RAFAEL",100.0,"MURRIETA GUEVARA,FLORENTINO RAFAEL","MURRIETA GUEVARA,FLORENTINO RAFAEL",False,60.0,Institución
"NAGAMEDIANOVA,ZOULFIA","NAGAMEDIANOVA,ZOULFIA",100.0,"NAGAMEDIANOVA,ZOULFIA","NAGAMEDIANOVA,ZOULFIA",False,60.0,Institución
"NAKAMURA LABASTIDA,EDGAR KIYOSHI","NAKAMURA LABASTIDA,EDGAR KIYOSHI",100.0,"NAKAMURA LABASTIDA,EDGAR KIYOSHI","NAKAMURA LABASTIDA,EDGAR KIYOSHI",False,60.0,Institución
"NAVA DOMINGUEZ,PORFIRIO","NAVA DOMINGUEZ,PORFIRIO",100.0,"NAVA DOMINGUEZ,PORFIRIO","NAVA DOMINGUEZ,PORFIRIO",False,40.0,Similitud Nombre (100%)
"NAVA LARA,MARIA DEL ROCIO","NAVA LARA,MARIA DEL ROCIO",100.0,"NAVA LARA,MARIA DEL ROCIO","NAVA LARA,MARIA DEL ROCIO",False,60.0,Institución
"NAVARRETE BOLANOS,JUAN","NAVARRETE BOLANOS,JUAN",100.0,"NAVARRETE BOLANOS,JUAN","NAVARRETE BOLANOS,JUAN",True,80.0,"Institución, Fecha"
"NEIRA VELAZQUEZ,MARIA GUADALUPE","NEIRA VELAZQUEZ,MARIA GUADALUPE",100.0,"NEIRA VELAZQUEZ,MARIA GUADALUPE","NEIRA VELAZQUEZ,MARIA GUADALUPE",False,40.0,Sin coincidencias
"NIETO ALVAREZ,DAVID ARROON","NIETO ALVAREZ,DAVID AARON",9.3,"NIETO ALVAREZ,DAVID ARROON","NIETO ALVAREZ,DAVID AARON",True,80.0,"Institución, Fecha"
"NUNEZ ROJAS,EDUARDO","NUNEZ,EDUARDO",81.2,"NUNEZ ROJAS,EDUARDO","NUNEZ,EDUARDO",False,60.0,Institución
"OCAMPO GARCIA,BLANCA ELI","OCAMPO GARCIA,BLANCA ELI",100.0,"OCAMPO GARCIA,BLANCA ELI","OCAMPO GARCIA,BLANCA ELI",False,60.0,Institución
"OCAMPO PEREZ,RAUL","OCAMPO,RAUL",8.3,"OCAMPO PEREZ,RAUL","OCAMPO,RAUL",False,60.0,Institución
"OGURA,TETSUYA","OGURA,TETSUYA",100.0,"OGURA,TETSUYA","OGURA,TETSUYA",False,60.0,Institución
"OJEDA CASTANEDA,JORGE","OJEDA CASTANEDA,JORGE",100.0,"OJEDA CASTANEDA,JORGE","OJEDA CASTANEDA,JORGE",False,60.0,Institución
"OLAYO GONZALEZ,MARIA GUADALUPE","OLAYO GONZALEZ,MARIA GUADALUPE",100.0,"OLAYO GONZALEZ,MARIA GUADALUPE","OLAYO GONZALEZ,MARIA GUADALUPE",False,60.0,Institución
"OLAYO GONZALEZ,ROBERTO","OLAYO GONZALEZ,ROBERTO",100.0,"OLAYO GONZALEZ,ROBERTO","OLAYO GONZALEZ,ROBERTO",False,60.0,Institución
"OLGUIN LORA,PATRICIA","OLGUIN LORA,PATRICIA",100.0,"OLGUIN LORA,PATRICIA","OLGUIN LORA,PATRICIA",False,60.0,Institución
"OLIVARES LECONA,JOSE ALBERTO","OLIVARES LECONA,JOSE ALBERTO",100.0,"OLIVARES LECONA,JOSE ALBERTO","OLIVARES LECONA,JOSE ALBERTO",False,40.0,Sin coincidencias
"OLIVARES XOMETL,CRESCENCIO OCTAVIO","OLIVARES XOMETL,CRESCENCIO OCTAVIO",100.0,"OLIVARES XOMETL,CRESCENCIO OCTAVIO","OLIVARES XOMETL,CRESCENCIO OCTAVIO",False,60.0,Institución
"OLVERA RODRIGUEZ,ALEJANDRO","OLVERA RODRIGUEZ,ALEJANDRO",100.0,"OLVERA RODRIGUEZ,ALEJANDRO","OLVERA RODRIGUEZ,ALEJANDRO",False,60.0,Institución
"ORDONEZ PALACIOS,JOSE MARIO","ORDONEZ PALACIOS,JOSE MARIO",100.0,"ORDONEZ PALACIOS,JOSE MARIO","ORDONEZ PALACIOS,JOSE MARIO",False,40.0,Similitud Nombre (100%)
"ORONA DOMINGUEZ,LUIS MIGUEL","ORDONEZ,LUIS MIGUEL",8.1,"ORONA DOMINGUEZ,LUIS MIGUEL","ORDONEZ,LUIS MIGUEL",False,40.0,Sin coincidencias
"ORDUNA REYES,ERNESTO","ORDUNA REYES,ERNESTO",100.0,"ORDUNA REYES,ERNESTO","ORDUNA REYES,ERNESTO",False,60.0,Institución
"ORNELAS DAVILA,OMAR","ORNELAS DAVILA,OMAR",100.0,"ORNELAS DAVILA,OMAR","ORNELAS DAVILA,OMAR",False,60.0,Institución
"ORNELAS GUTIERREZ,CARLOS ELIAS","ORNELAS GUTIERREZ,CARLOS ELIAS",100.0,"ORNELAS GUTIERREZ,CARLOS ELIAS","ORNELAS GUTIERREZ,CARLOS ELIAS",False,40.0,Sin coincidencias
"OROZCO CIRILO,SERGIO","OROZCO,SERGIO",8.1,"OROZCO CIRILO,SERGIO","OROZCO,SERGIO",False,60.0,Institución
"ORRANTIA BORUNDA,ERASMO","ORRANTIA BORUNDA,ERASMO",100.0,"ORRANTIA BORUNDA,ERASMO","ORRANTIA BORUNDA,ERASMO",False,40.0,Sin coincidencias
"ORTEGA BORGES,RAUL MARTIN","ORTEGA BORGES,RAUL MARTIN",100.0,"ORTEGA BORGES,RAUL MARTIN","ORTEGA BORGES,RAUL MARTIN",False,40.0,Sin coincidencias
"ORTEGA GARCIA,BEATRIZ","ORTEGA GARCIA,BEATRIZ",100.0,"ORTEGA GARCIA,BEATRIZ","ORTEGA GARCIA,BEATRIZ",False,60.0,Institución
"ORTEGA GARCIA,FELIPE DE JESUS","ORTEGA GARCIA,FELIPE DE JESUS",100.0,"ORTEGA GARCIA,FELIPE DE JESUS","ORTEGA GARCIA,FELIPE DE JESUS",False,60.0,Institución
"ORTEGA RODRIGUEZ,ALEJANDRO","ORTEGA RODRIGUEZ,ALEJANDRO",100.0,"ORTEGA RODRIGUEZ,ALEJANDRO","ORTEGA RODRIGUEZ,ALEJANDRO",False,60.0,Institución
"ORTIZ ALEMAN,JOSE CARLOS","ORTIZ ALEMAN,JOSE  CARLOS",9.7,"ORTIZ ALEMAN,JOSE CARLOS","ORTIZ ALEMAN,JOSE  CARLOS",False,60.0,Institución
"CORTEZ RUIZ,CARLOS","ORTIZ,CARLOS",81.2,"CORTEZ RUIZ,CARLOS","ORTIZ,CARLOS",False,60.0,Institución
"OVIEDO ROA,RAUL","OVIEDO ROA,RAUL",100.0,"OVIEDO ROA,RAUL","OVIEDO ROA,RAUL",False,60.0,Institución
"PACHECO PACHECO,MARQUIDIA JOSSELINE","PACHECO PACHECO,MARQUIDIA JOSSELINE",100.0,"PACHECO PACHECO,MARQUIDIA JOSSELINE","PACHECO PACHECO,MARQUIDIA JOSSELINE",False,60.0,Institución
"PACHECO SOTELO,JOEL OSBALDO","PACHECO SOTELO,JOEL OSVALDO",9.5,"PACHECO SOTELO,JOEL OSBALDO","PACHECO SOTELO,JOEL OSVALDO",False,60.0,Institución
"PACHECO Y ALCALA,UBALDO SADOTT","PACHECO Y ALCALA,UBALDO SADOTT",100.0,"PACHECO Y ALCALA,UBALDO SADOTT","PACHECO Y ALCALA,UBALDO SADOTT",False,60.0,Institución
"PADILLA ALTAMIRA,CESAR","PADILLA,CESAR",8.0,"PADILLA ALTAMIRA,CESAR","PADILLA,CESAR",False,60.0,Fecha
"PADILLA OSUNA,ISMAEL","PADILLA,ISRAEL",7.6,"PADILLA OSUNA,ISMAEL","PADILLA,ISRAEL",False,60.0,Institución
"PALACIOS GONZALEZ,EDUARDO","PALACIOS GONZALEZ,EDUARDO",100.0,"PALACIOS GONZALEZ,EDUARDO","PALACIOS GONZALEZ,EDUARDO",True,80.0,"Institución, Fecha"
"PALAFOX RAMOS,JORGE","PALAFOX RAMOS,JORGE",100.0,"PALAFOX RAMOS,JORGE","PALAFOX RAMOS,JORGE",False,40.0,Similitud Nombre (100%)
"PALOMEQUE SANTIAGO,JORGE FROYLAN","PALOMEQUE SANTIAGO,JORGE FROYLAN",100.0,"PALOMEQUE SANTIAGO,JORGE FROYLAN","PALOMEQUE SANTIAGO,JORGE FROYLAN",False,60.0,Institución
"PANIAGUA CHAVEZ,CARMEN GUADALUPE","PANIAGUA CHAVEZ,CARMEN GUADALUPE",100.0,"PANIAGUA CHAVEZ,CARMEN GUADALUPE","PANIAGUA CHAVEZ,CARMEN GUADALUPE",False,40.0,Sin coincidencias
"PANIAGUA SOLIS,JORGE FERNANDO","PANIAGUA SOLIS,JORGE FERNANDO",100.0,"PANIAGUA SOLIS,JORGE FERNANDO","PANIAGUA SOLIS,JORGE FERNANDO",False,60.0,Institución
"PARDO LOPEZ,LILIANA","PARDO LOPEZ,LILIANA",100.0,"PARDO LOPEZ,LILIANA","PARDO LOPEZ,LILIANA",False,40.0,Similitud Nombre (100%)
"PARIONA MENDOZA,NICOLAZA","PARIONA MENDOZA,NICOLAZA",100.0,"PARIONA MENDOZA,NICOLAZA","PARIONA MENDOZA,NICOLAZA",False,60.0,Institución
"PARRA SALDIVAR,ROBERTO","PARRA SALDIVAR,ROBERTO",100.0,"PARRA SALDIVAR,ROBERTO","PARRA SALDIVAR,ROBERTO",False,40.0,Similitud Nombre (100%)
"PAZ MICHEL,BRENDA ASTRID","PAZ MICHEL,BRENDA ASTRID",100.0,"PAZ MICHEL,BRENDA ASTRID","PAZ MICHEL,BRENDA ASTRID",False,60.0,Fecha
"PEDRAZA ESCALONA,MARIA MARTHA","PEDRAZA ESCALONA,MARIA MARTHA",100.0,"PEDRAZA ESCALONA,MARIA MARTHA","PEDRAZA ESCALONA,MARIA MARTHA",False,60.0,Institución
"PEDROZA ISLAS,RUTH","PEDROZA ISLAS,RUTH",100.0,"PEDROZA ISLAS,RUTH","PEDROZA ISLAS,RUTH",False,40.0,Similitud Nombre (100%)
"PENA CABRERA,EDUARDO","PENA CABRERA,EDUARDO",100.0,"PENA CABRERA,EDUARDO","PENA CABRERA,EDUARDO",False,40.0,Similitud Nombre (100%)
"PENA CAMPOS,FERNANDO","PENA CAMPOS,FERNANDO",100.0,"PENA CAMPOS,FERNANDO","PENA CAMPOS,FERNANDO",False,40.0,Similitud Nombre (100%)
"PENA DUQUE,MARCO ANTONIO","PENA DUQUE,MARCO ANTONIO",100.0,"PENA DUQUE,MARCO ANTONIO","PENA DUQUE,MARCO ANTONIO",False,40.0,Similitud Nombre (100%)
"PENA PARAS,LAURA","PENA PARAS,LAURA",100.0,"PENA PARAS,LAURA","PENA PARAS,LAURA",False,40.0,Similitud Nombre (100%)
"PERAZA ECHEVERRIA,SANTY","PERAZA ECHEVERRIA,SANTY",100.0,"PERAZA ECHEVERRIA,SANTY","PERAZA ECHEVERRIA,SANTY",False,60.0,Fecha
"PERCINO ZACARIAS,MARIA JUDITH","PERCINO ZACARIAS,MARIA JUDITH",100.0,"PERCINO ZACARIAS,MARIA JUDITH","PERCINO ZACARIAS,MARIA JUDITH",False,60.0,Institución
"PEREIRA SANTANA,ALEJANDRO","PEREIRA SANTANA,ALEJANDRO",100.0,"PEREIRA SANTANA,ALEJANDRO","PEREIRA SANTANA,ALEJANDRO",False,40.0,Sin coincidencias
"PERERA MERCADO,YIBRAN ARGENIS","PERERA MERCADO,YIBRAN ARGENIS",100.0,"PERERA MERCADO,YIBRAN ARGENIS","PERERA MERCADO,YIBRAN ARGENIS",False,40.0,Sin coincidencias
"PEREZ GALLARDO,ALFONSO","PEREZ GALLARDO,ALFONSO",100.0,"PEREZ GALLARDO,ALFONSO","PEREZ GALLARDO,ALFONSO",False,40.0,Sin coincidencias
"PEREZ GONZALEZ,RAUL","PEREZ GONZALEZ,RAUL",100.0,"PEREZ GONZALEZ,RAUL","PEREZ GONZALEZ,RAUL",False,40.0,Similitud Nombre (100%)
"PEREZ LUNA,MIGUEL","PEREZ LUNA,MIGUEL",100.0,"PEREZ LUNA,MIGUEL","PEREZ LUNA,MIGUEL",False,60.0,Institución
"PEREZ MORENO,VICTOR","PEREZ MORENO,VICTOR",100.0,"PEREZ MORENO,VICTOR","PEREZ MORENO,VICTOR",False,60.0,Institución
"PEREZ PEREZ,GABRIEL","PEREZ PEREZ,GABRIEL",100.0,"PEREZ PEREZ,GABRIEL","PEREZ PEREZ,GABRIEL",False,60.0,Institución
"PEREZ ROBLES,JUAN FRANCISCO","PEREZ ROBLES,JUAN FRANCISCO",100.0,"PEREZ ROBLES,JUAN FRANCISCO","PEREZ ROBLES,JUAN FRANCISCO",False,60.0,Institución
"PEREZ ROMO,PATRICIA","PEREZ ROMO,PATRICIA",100.0,"PEREZ ROMO,PATRICIA","PEREZ ROMO,PATRICIA",False,60.0,Institución
"PEREZ SANCHEZ,ALFONSO","PEREZ SANCHEZ,ALFONSO",100.0,"PEREZ SANCHEZ,ALFONSO","PEREZ SANCHEZ,ALFONSO",False,40.0,Similitud Nombre (100%)
"PEREZ TAPIA,SONIA MAYRA","PEREZ TAPIA,SONIA MAYRA",100.0,"PEREZ TAPIA,SONIA MAYRA","PEREZ TAPIA,SONIA MAYRA",False,40.0,Similitud Nombre (100%)
"PEREZ TORRES,ARMANDO","PEREZ TORRES,ARMANDO",100.0,"PEREZ TORRES,ARMANDO","PEREZ TORRES,ARMANDO",False,60.0,Institución
"PEREZ TORRES,CLAUDIA ANAHI","PEREZ TORRES,CLAUDIA ANAHI",100.0,"PEREZ TORRES,CLAUDIA ANAHI","PEREZ TORRES,CLAUDIA ANAHI",False,60.0,Institución
"PEREZ CRUZ,CLAUDIA","PEREZ,CLAUDIA",8.3,"PEREZ CRUZ,CLAUDIA","PEREZ,CLAUDIA",False,40.0,Sin coincidencias
"PEREZ GUIDO,HECTOR","PEREZ,HECTOR",81.2,"PEREZ GUIDO,HECTOR","PEREZ,HECTOR",False,60.0,Institución
"PEREZ DIAZ,IVAN","PEREZ,IVAN",8.3,"PEREZ DIAZ,IVAN","PEREZ,IVAN",False,40.0,Sin coincidencias
"PEREZ SILVA,JOSE LUIS","PEREZ,JORGE LUIS",7.3,"PEREZ SILVA,JOSE LUIS","PEREZ,JORGE LUIS",False,60.0,Institución
"PEREZ SATO,MARCOS","PEREZ,MARCOS",8.3,"PEREZ SATO,MARCOS","PEREZ,MARCOS",False,60.0,Institución
"PEREZ PENA,RAFAEL","PEREZ,RAFAEL",8.3,"PEREZ PENA,RAFAEL","PEREZ,RAFAEL",False,40.0,Sin coincidencias
"PEZZOTTI ROBLETO,FABIO","PEZZOTTI ROBLETO,FABIO",100.0,"PEZZOTTI ROBLETO,FABIO","PEZZOTTI ROBLETO,FABIO",False,40.0,Sin coincidencias
"PINEDA HERRERA,MARIBEL","PINEDA HERRERA,MARIBEL",100.0,"PINEDA HERRERA,MARIBEL","PINEDA HERRERA,MARIBEL",False,40.0,Sin coincidencias
"PIZA RUIZ,PEDRO","PIZA RUIZ,PEDRO",100.0,"PIZA RUIZ,PEDRO","PIZA RUIZ,PEDRO",False,40.0,Sin coincidencias
"PLASCENCIA MORA,HECTOR","PLASCENCIA MORA,HECTOR",100.0,"PLASCENCIA MORA,HECTOR","PLASCENCIA MORA,HECTOR",False,60.0,Institución
"PLIEGO CARRILLO,ADRIANA CRISTINA","PLIEGO CARRILLO,ADRIANA CRISTINA",100.0,"PLIEGO CARRILLO,ADRIANA CRISTINA","PLIEGO CARRILLO,ADRIANA CRISTINA",False,60.0,Institución
"PONCE PEDRAZA,ARTURO","PONCE PEDRAZA,ARTURO",100.0,"PONCE PEDRAZA,ARTURO","PONCE PEDRAZA,ARTURO",False,40.0,Similitud Nombre (100%)
"PONCE CRUZ,PEDRO","PONCE,PEDRO R",75.0,"PONCE CRUZ,PEDRO","PONCE,PEDRO R",False,36.8,Similitud Nombre (92%)
"PONS JIMENEZ,MIRNA","PONS JIMENEZ,MIRNA",100.0,"PONS JIMENEZ,MIRNA","PONS JIMENEZ,MIRNA",False,60.0,Institución
"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",100.0,"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",False,60.0,Institución
"POSSANI POSTAY,LOURIVAL DOMINGOS","POSSANI POSTAY,LOURIVAL DOMINGOS",100.0,"POSSANI POSTAY,LOURIVAL DOMINGOS","POSSANI POSTAY,LOURIVAL DOMINGOS",True,80.0,"Institución, Fecha"
"QUEJ AKE,LUIS MANUEL","QUEJ AKE,LUIS MANUEL",100.0,"QUEJ AKE,LUIS MANUEL","QUEJ AKE,LUIS MANUEL",False,60.0,Institución
"QUEZADA RIVERA,JESUS JOSAFATH","QUEZADA RIVERA,JESUS JOSAFATH",100.0,"QUEZADA RIVERA,JESUS JOSAFATH","QUEZADA RIVERA,JESUS JOSAFATH",False,60.0,Institución
"QUINTANA SOLORZANO,ROBERTO","QUINTANA SOLORZANO,ROBERTO",100.0,"QUINTANA SOLORZANO,ROBERTO","QUINTANA SOLORZANO,ROBERTO",False,60.0,Institución
"QUINTANAR GUERRERO,DAVID","QUINTANAR,DAVID",8.3,"QUINTANAR GUERRERO,DAVID","QUINTANAR,DAVID",False,60.0,Institución
