NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY
"LOPEZ VALDEZ,LUIS MARCO ANTONIO","PONCE VELEZ,MARCO ANTONIO",72.3702664796634
"POZOS PONCE,FERNANDO","PONCE,FERNANDO A",75.69444444444444
"PONCE CRUZ,PEDRO","PONCE,PEDRO R",75.0
"PONS JIMENEZ,MIRNA","PONS JIMENEZ,MIRNA",100.0
"TAMEZ RIVERA,OSCAR","PONTE RIVAS,OSCAR",80.43478260869566
"MOHEDANO LOPEZ,FERNANDO","POOT LOPEZ,FERNANDO",83.33333333333334
"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",100.0
"PORTILLO VAZQUEZ,MARCOS","PORTILLO MARTINEZ,MARCOS",86.36363636363637
"SAHAGUN SANCHEZ,DANIEL","POSADAS SANCHEZ,DANIEL",86.66666666666667
"POSSANI POSTAY,LOURIVAL DOMINGOS","POSSANI POSTAY,LOURIVAL DOMINGOS",100.0
"QUEJ AKE,LUIS MANUEL","QUEJ AKE,LUIS MANUEL",100.0
"GOMEZ OCAMPO,ELIANA","QUESADA OCAMPO,LINA",70.76923076923077
"ROSA SIERRA,LUIS ALBERTO","QUEVEDO SIERRA,LUIS ARTURO",71.13043478260869
"QUEZADA RIVERA,JESUS JOSAFATH","QUEZADA RIVERA,JESUS JOSAFATH",100.0
"PEREZ QUEZADAS,JUAN","QUEZADA,JUAN M",73.33333333333334
"HAYASHI MARTINEZ,JOSE AGUSTIN","QUIJANO MARTINEZ,JOSE SEBASTIAN",69.71153846153845
"LARA RAMOS,LUIS FERNANDO","QUINTANA RAMOS,LUIS FERNANDO",83.33333333333334
"QUINTANA SOLORZANO,ROBERTO","QUINTANA SOLORZANO,ROBERTO",100.0
"CRAVIOTO QUINTANA,ALEJANDRO RAFAEL","QUINTANA,ALEJANDRO A GOEBEL",70.23529411764706
"MONROY GUZMAN,ADRIANA","QUINTANAR GUZMAN,ADRIANA",81.0344827586207
"QUINTANAR GUERRERO,DAVID","QUINTANAR,DAVID",83.33333333333334
"MIRANDA LOPEZ,JOSE EDUARDO","QUINTANILLA LOPEZ,JOEL EDUARDO",79.16666666666666
"QUINTANILLA MARTINEZ,JUAN","QUINTANILLA SALAS,JUAN",85.13513513513513
"QUINTANILLA MARTINEZ,JUAN","QUINTANILLA,JUAN",85.48387096774194
"QUINTANA GARCIA,MANUEL GERARDO","QUINTERO DE LA GARZA,RAUL GERARDO",73.73626373626374
"IBARRA PEREZ,FRANCISCO JAVIER","QUINTERO PEREZ,FRANCISCO JAVIER",80.76923076923077
"AQUINO BUSTOS,FRANCISCO JAVIER","QUINTEROS,FRANCISCO JAVIER O",78.87700534759358
"QUIROZ MERCADO,HUGO","QUIROZ MERCADO,HUGO",100.0
"AMOR QUIROZ,DAVID ARTURO","QUIROZ,FARID ARTURO",76.9607843137255
"MARTIN ONRAET ARCINIEGAS,ALEXANDRA","QUITIAN ARCINIEGAS,ALEXANDER",77.77777777777777
"RAMIREZ ZUNIGA,GUILLERMO","RAMIREZ AGUILAR,GUILLERMO",87.93103448275862
"RAMIREZ MARIN,JUAN","RAMIREZ AGUILAR,JUAN",85.71428571428572
"RAMIREZ SANTACRUZ,FRANCISCO","RAMIREZ ALDANA,FRANCISCO",85.48387096774194
"RAMIREZ AGUILAR,FRANCISCO JAVIER","RAMIREZ ALVAREZ,FRANCISCO JAVIER",90.0
"RAMIREZ AMADOR,SERGIO","RAMIREZ AMADOR,SERGIO",100.0
"AZPIROZ MANERO,MARIA LUISA","RAMIREZ CARRERO,MARIA CLAUDIA",72.70114942528735
"NAVARRETE CARRILLO,JUAN PABLO","RAMIREZ CARRILLO,JUAN PABLO",85.29411764705881
"RAMIREZ Y AVILES,LUIS","RAMIREZ CHAIDEZ,LUIS V",75.48387096774194
"RAMIREZ DUENAS,MARIA DE LOURDES","RAMIREZ DE LARA,MA DE LOURDES",82.75862068965517
"RAMIREZ MARTINEZ,CARLOS","RAMIREZ DE SANTIAGO,CARLOS",81.42857142857143
"RAMIREZ DE SANTIAGO,MARIO","RAMIREZ DE SANTIAGO,MARIO",100.0
"RAMIREZ LEAL,ROBERTO","RAMIREZ DELGADO,ROBERTO",87.03703703703704
"RAMIREZ ROJAS,ALEJANDRO","RAMIREZ ESTRADA,ALEJANDRO",85.71428571428572
"RUIZ GARCIA,ROSA ISELA","RAMIREZ GARCIA,ROSA ELENA",80.0
"RAMIREZ GARNICA,MARCO ANTONIO","RAMIREZ GARNICA,MARCO ANTONIO",100.0
"RAMIREZ ROSALES,DANIEL","RAMIREZ GONZALEZ,DANIEL",88.70967741935485
"TORRES GONZALEZ,JUAN MAURICIO","RAMIREZ GONZALEZ,IVAN MAURICIO",81.01736972704714
"ARREDONDO GORDILLO,JOSE","RAMIREZ GORDILLO,JOSE R",75.29411764705881
"RAMIREZ CRUZ,JOSE FEDERICO","RAMIREZ GUTIERREZ,SERGIO FEDERICO",73.76847290640394
"AKE LOPEZ,JESUS RICARDO","RAMIREZ LOPEZ,JESUS RICARDO",86.36363636363637
"VADILLO LOPEZ,CLAUDIO JESUS","RAMIREZ LOPEZ,RICARDO JESUS",69.23076923076923
"RAMIREZ MORALES,ANDRES","RAMIREZ MACIAS,ANDRES",87.93103448275862
"RAMIREZ LOSADA,ENRIQUE","RAMIREZ MAGANA,ENRIQUE",85.71428571428572
"ADAME MARTINEZ,SALVADOR","RAMIREZ MARTINEZ,SALVADOR",90.0
"RAMIREZ ALVAREZ,ELIZETH","RAMIREZ MONARREZ,ELIZABETH",82.45967741935485
"RAMIREZ MATA,MONICA","RAMIREZ MONARREZ,MONICA",85.71428571428572
"RAMIREZ LARA,EVANGELINA","RAMIREZ NAVARRO,ANGELINA",81.48148148148148
"RAMIREZ OJEDA,GABRIELA","RAMIREZ NUNEZ,GABRIEL",81.28205128205127
"RAMIREZ REYES,CARLOS DANIEL","RAMIREZ OLLERVIDES,ALDO DANIEL",77.15053763440861
"RAMIREZ GODINEZ,JOSE ALEJANDRO","RAMIREZ OLVERA,JOSE ALFREDO",72.94429708222812
"MEJIA ORTIZ,LUIS MANUEL","RAMIREZ ORTIZ,LUIS ANGEL",76.1904761904762
"RAMIREZ SALOMON,MARCO ANTONIO","RAMIREZ PAVON,OMAR ANTONIO",83.28571428571428
"RAMIREZ PEREZ,JORGE FRANCISCO","RAMIREZ PEREZ,JORGE FRANCISCO",100.0
"RAMIREZ PLASCENCIA,DAVID","RAMIREZ RESENDIZ,DAVID",85.29411764705881
"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",100.0
"RAMIREZ SALGADO,JOEL","RAMIREZ SALGADO,JOEL",100.0
"RAMIREZ SOLIS,JORGE FERNANDO","RAMIREZ SOLIS,JORGE FERNANDO",100.0
"RAMIREZ RODRIGUEZ,HOMERO","RAMIREZ TOBIAS,HOMERO",82.25806451612902
"RAMIREZ RODRIGUEZ,HOMERO","RAMIREZ TOVIAS,HOMERO",82.25806451612902
"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",100.0
"WONG RAMIREZ,CARLOS","RAMIREZ,CARLOS E",79.69924812030075
"RAMIREZ FLORES,CARLOS JORGE","RAMIREZ,CARLOS WONG",72.46376811594203
"LOPEZ RAMIREZ,CRISTINA","RAMIREZ,CRISTIAN R",73.88888888888889
"LANDA RAMIREZ,EDGAR","RAMIREZ,EDGAR",85.0
"CORIA RAMIREZ,ERIKA","RAMIREZ,ERIKA",85.0
"CHAVEZ RAMIREZ,FERNANDO","RAMIREZ,FERNANDO J",77.77777777777777
"SOTO RAMIREZ,FRANCISCO CARLOS","RAMIREZ,FRANCISCO MORALES",76.2360446570973
"CRUZ RAMIREZ,HECTOR","RAMIREZ,HECTOR",86.84210526315789
"MIJARES RAMIREZ,IVONNE","RAMIREZ,IVONNE",81.81818181818181
"CHAVEZ RAMIREZ,FERNANDO","RAMIREZ,J FERNANDO",77.77777777777777
"PEREZ RAMIREZ,JAVIER","RAMIREZ,JAVIER",85.0
"SIERRA RAMIREZ,JOSE ALFREDO","RAMIREZ,JOSE ALDO",76.1904761904762
"MORONES RAMIREZ,JOSE RUBEN","RAMIREZ,JOSE RUBEN",81.81818181818181
"MONREAL RAMIREZ,JESUS FERNANDO","RAMIREZ,JUAN FERNANDO",72.55892255892256
"GOMEZ RAMIREZ,LEOPOLDO","RAMIREZ,LEOPOLDO",85.0
"RAMIREZ ARANDA,MANUEL","RAMIREZ,MANUEL",83.33333333333334
"SANCHEZ RAMIREZ,MARINA","RAMIREZ,MARIA",77.27272727272727
"RAMIREZ LEPE,MARIO","RAMIREZ,MARIO",86.84210526315789
"RAMIREZ RAMIREZ,NORMA","RAMIREZ,NORMA",81.81818181818181
"MORA RAMIREZ,MARCO ANTONIO","RAMIREZ,OMAR ANTONIO",80.84210526315789
"VALDEZ RAMIREZ,PABLO","RAMIREZ,PABLO",83.33333333333334
"RAMIREZ GARCIA,PEDRO","RAMIREZ,PEDRO",83.33333333333334
"AVALOS RAMIREZ,RAMIRO","RAMIREZ,RAMIRO",83.33333333333334
"RAMIREZ OROZCO,RICARDO ERNESTO","RAMIREZ,RICARDO BUSTOS",71.26436781609195
"QUINTERO RAMIREZ,RODOLFO","RAMIREZ,RODOLFO",80.43478260869566
"RAMOS GOMEZ,EDGAR ALI","RAMON RAYGOZA,EDGAR DAVID",73.33333333333334
"RAMOS ALARCON BARROSO,FERNANDO LUIS","RAMOS ALARCON BARROSO,FERNANDO",88.0952380952381
"RAMOS VELAZQUEZ,ERNESTO","RAMOS CACIQUE,ERNESTO",85.71428571428572
"RAMOS ORGANILLO,ANGEL ANDRES","RAMOS CORIA,DANIEL ANDRES",78.61538461538461
"GALLEGOS OROZCO,VERONICA","RAMOS CORZO,VERONICA",80.76923076923077
"RAMOS ARAGON,JUAN ALBERTO","RAMOS DE LA MORA,JULIO ALBERTO",72.14285714285714
"ESTRADA DE LA VEGA,ALEJANDRO","RAMOS DE LA PENA,ALEJANDRO",82.35294117647058
"RAMOS MORENO,JOSE MIGUEL","RAMOS FLORES,JOSE FIDEL",75.5952380952381
"VENCES MARTINEZ,JOSE ANGEL","RAMOS MARTINEZ,JOSE ANGEL",84.48275862068965
"SALGADO MORALES,ROSALBA","RAMOS MORALES,ROSANA",74.17582417582418
"RAMOS MURILLO,MANUEL ANTONIO","RAMOS MURILLO,MANUEL ANTONIO",100.0
"RAMOS ORTIZ,GABRIEL","RAMOS ORTIZ,GABRIEL",100.0
"MORA RAMIREZ,MARCO ANTONIO","RAMOS RAMIREZ,MARCO ANTONIO",90.0
"RAMOS AGUILAR,RICARDO","RAMOS VALENCIA,RICARDO",83.33333333333334
"ROSA,CARLO","RAMOS,CARLOS A",71.7948717948718
"RAMOS TOVAR,ERIKA","RAMOS,ERICK",71.25
"MANZO RAMOS,FERNANDO","RAMOS,FERNANDO",81.25
"RAMOS LARA,JESUS ELOY","RAMOS,JESUS LEYVA",71.42857142857143
"RANA,MOHAN SINGH","RANA,MOHAN SINGH",100.0
"GARCIA GOMEZ,JOSE","RANC GOMEZ,JOSE",86.36363636363637
"HERNANDEZ GARCIA,ANDRES","RANGEL GARCIA,ANDRES",87.93103448275862
"HERNANDEZ HERNANDEZ,JOSE","RANGEL HERNANDEZ,JOSE",90.0
"RANGEL MENDEZ,JOSE RENE","RANGEL MENDEZ,JOSE RENE",100.0
"RANGEL HUERTA,JOSE ALEJANDRO","RANGEL,ALEJANDRO",70.70938215102974
"PEREZ RANGEL,ARMANDO","RANGEL,ARMANDO",83.33333333333334
"RANGEL GUERRA,RICARDO ALBERTO","RANGEL,RICARDO VALDEZ",69.50998185117967
"ESPINOSA PAREDES,GILBERTO","RAYAS PAREDES,GILBERTO",81.0344827586207
"RAYO MAYORAL,PATRICIA","RAYO MAYORAL,PATRICIA",100.0
"RAZO FLORES,ELIAS","RAZO FLORES,ELIAS",100.0
"HERNANDEZ SILVA,GABRIELA","REGALADO SILVA,GABRIEL",77.70114942528735
"GEBHARDT,STEFFEN","REICHARDT,STEFAN",73.75565610859728
"RENDON GOMEZ,JUAN LUIS","RENDON GRANADOS,JUAN LUIS",83.33333333333334
"MENDOZA MARTINEZ,LUIS FERNANDO","RENDON MARTINEZ,CARLOS FERNANDO",81.22119815668202
"GOMEZ HERNANDEZ,GUADALUPE","RESENDIZ HERNANDEZ,GUADALUPE",86.36363636363637
"PORTILLA ARIAS,JOSE ANTONIO","REVILLA LARA,JOSE ANTONIO",84.61538461538461
"CASTILLO VELAZQUEZ,JAVIER","REVILLA VAZQUEZ,JAVIER",83.33333333333334
"REYES MENDOZA,ANGELICA","REYES ARCHUNDIA,ANGEL",70.60439560439559
"RODRIGUEZ BAUTISTA,MARIANO","REYES BAUTISTA,MARTIN",72.83653846153845
"REYES ESPARZA,JORGE ALBERTO","REYES ESPARZA,JORGE ALBERTO",100.0
"REYES OCAMPO,JAZMIN GABRIELA","REYES FUCHS,CARMEN GABRIELA",70.43478260869566
"DIAZ GUTIERREZ,CARLOS EDUARDO","REYES GUTIERREZ,PAUL EDUARDO",72.94429708222812
"REYES BAEZ,RODOLFO","REYES LUNA,RODOLFO",85.0
"LEANOS MACIAS,JESUS","REYES MARCIAL,JESUS",80.76923076923077
"LEDESMA VAZQUEZ,JORGE","REYES MARQUEZ,JORGE A",73.80952380952381
"REYES ALEMAN,JUAN CARLOS","REYES MARTINEZ,JUAN CARLOS",84.61538461538461
"REYES MARTINEZ,REYNA","REYES MARTINEZ,REYNA",100.0
"REYES ANGONA,SERGIO","REYES MIRANDA,SERGIO",86.0
"REYES VALDEZ,JORGE ANTONIO","REYES PEREZ VALENZUELA,JOSE ANTONIO",76.35294117647058
"PEREZ RAMIREZ,JOSE GUADALUPE","REYES RAMIREZ,PERLA GUADALUPE",76.39257294429709
"REYES VEGA,MARIA DE LA LUZ","REYES REYES,MARIA DE LA LUZ",83.33333333333334
"REYES TABOADA,JOSE LUIS","REYES TABOADA,JOSE L",90.0
"REYES VIDAL,MARIA YOLANDA","REYES VIDAL,MARIA YOLANDA",100.0
"ROMAN REYES,JOSE CRISTOBAL","REYES,CRISTOBAL",70.38043478260869
"MORAN REYES,ARIEL ANTONIO","REYES,ENRIQUE ANTONIO",70.53571428571428
"REYES GASGA,JOSE","REYES,JOSE",81.25
"REYES MURO,LUIS","REYES,LUIS",83.33333333333334
"LEAL REYES,CARLOS ALBERTO","REYES,LUIS ALBERTO",71.7948717948718
"KINTO REYES,MANUEL","REYES,MANUEL",81.25
"REYES REYES,MARISOL","REYES,MARIO",72.91666666666667
"MORALES REYNAGA,LLUVIA CAROLINA","REYNAGA,LLUVIA CAROLINA MORALES",71.29186602870813
"RIANO UMBARILA,LIDIA","RIANO UMBARILA,LIDIA",100.0
"BARRIOS LARA,JOSE LUIS","RIOS ALMANZA,JORGE LUIS",75.43859649122807
"RIOS CASTANEDA,LUIS CAMILO","RIOS CASTANEDA,LUIS CAMILO",100.0
"BURGOS HERNANDEZ,ARMANDO","RIOS HERNANDEZ,ARMANDO",93.33333333333334
"RIOS JARA,DAVID","RIOS JARA,DAVID",100.0
"RUIZ MENDOZA,JUAN CARLOS","RIOS RENDON,JUAN PABLO",68.53002070393376
"MORALES REYES,ALFREDO","RIOS REYES,ALFREDO",84.78260869565217
"ESPINOSA MARTINEZ,MARIO ALFREDO","RITO MARTINEZ,MARIO ALFONSO",75.12820512820514
"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",100.0
"RIVAS CACERES,RAYMUNDO RENE","RIVAS CACERES,RAYMUNDO RENE",100.0
"GARCIA FRANCO,ALEJANDRA","RIVAS FRANCO,ALEJANDRA",90.0
"MEJIA GUERRERO,HECTOR OMAR","RIVAS GUERRERO,HECTOR ALI",77.38095238095238
"RIVERA HERNANDEZ,PEDRO PAUL","RIVAS HUERTA,PEDRO A",73.31932773109243
"RIVAS LOPEZ,ARIEL LUIS","RIVAS,ARIEL L",72.42647058823529
"CERVA CERNA,DANIELA","RIVERA CARMONA,DALILA",70.46153846153845
"VIVAS CRUZ,LUIS XAVIER","RIVERA CRUZ,LUIS JAVIER",83.54978354978354
"NATERAS DOMINGUEZ,JOSE","RIVERA DOMINGUEZ,JOSE",89.39393939393939
"OLVERA GARCIA,JORGE","RIVERA GARZA,JORGE",86.0
"PRIEGO HERNANDEZ,OSCAR","RIVERA HERNANDEZ,OSCAR",90.625
"VERA SERNA,PEDRO","RIVERA ROMANO,PEDRO",80.43478260869566
"RIVERA SOLORIO,CARLOS IVAN","RIVERA SOLORIO,CARLOS IVAN",100.0
"RIVERA ZARATE,GILBERTO","RIVERA,ALBERTO",71.57894736842105
"RIVERA LOPEZ,RAFAEL","RIVERA,RAFAEL",83.33333333333334
"CHAVEZ RIVERA,RUBEN","RIVERA,RUBEN",81.57894736842105
"RIVERON ROJAS,ANA MARIA","RIVERON ROJAS,ANA MARIA",100.0
"RIVILLAS ACEVEDO,LINA ANDREA","RIVILLAS ACEVEDO,LINA ANDREA",100.0
"ROBLES ORTIZ,DAVID","ROBERTS,DAVID",81.57894736842105
"CORCUERA MARTINEZ DEL RIO,PABLO","ROBLES GIL MARTINEZ DEL RIO,PABLO",86.53846153846155
"ACOSTA GONZALEZ,GILBERTO","ROBLES GONZALEZ,GILBERTO",86.66666666666667
"MORALES MORALES,FRANCISCO","ROBLES ROBLES,FRANCISCO",82.14285714285714
"ROBLES LOPEZ,ROGELIO","ROBLES,ROGELIO",83.33333333333334
"RODRIGUEZ VIDAL,PATRICIA LUCIA","RODRIGUEZ ACEVES,PATRICIA ISABEL",73.41490545050056
"RODRIGUEZ ALCAZAR,JORGE","RODRIGUEZ ALCAZAR,JORGE",100.0
"RODRIGUEZ,MARTIN GERARDO","RODRIGUEZ BALBUENA,ERIC GERARDO",71.7948717948718
"RODRIGUEZ CANO,CESAR AUGUSTO","RODRIGUEZ BRAVO,CESAR AUGUSTO",91.37931034482759
"RODRIGUEZ TREJO,DANTE ARTURO","RODRIGUEZ CAMACHO,DANTE ARTURO",84.375
"RODRIGUEZ BEAS,CESAR","RODRIGUEZ CEDILLO,CESAR",85.48387096774194
"RODRIGUEZ PENA,ISABEL","RODRIGUEZ COBAS,ISABEL",87.93103448275862
"RODRIGUEZ MORALES,SERGIO","RODRIGUEZ CONTRERAS,SERGIO",88.88888888888889
"RODRIGUEZ DE ANDA,EDUARDO","RODRIGUEZ DE ANDA,EDUARDO",100.0
"RODRIGUEZ DOMINGUEZ,JOSE MANUEL","RODRIGUEZ DOMINGUEZ,JOSE MANUEL",100.0
"NUNEZ DOMINGUEZ,RAFAEL","RODRIGUEZ DOMINGUEZ,RAFAEL",88.23529411764706
"RODRIGUEZ PATINO,GABRIELA","RODRIGUEZ ELIZONDO,GABRIELA",88.23529411764706
"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",100.0
"RODRIGUEZ FIGUEROA,JOSE CARLOS","RODRIGUEZ FIGUEROA,JOSE CARLOS",100.0
"RODRIGUEZ REYES,GERARDO","RODRIGUEZ GARAY,GERARDO",90.0
"RODRIGUEZ PAREDES,SALVADOR ANTONIO","RODRIGUEZ GARCIA,SALVADOR ANTONIO",86.36363636363637
"RODRIGUEZ RICO,CARLOS ALANIAS","RODRIGUEZ GOMEZ,CARLOS ALFONSO",77.21674876847291
"RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA","RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA",100.0
"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",100.0
"RODRIGUEZ ROPON,ANDREA","RODRIGUEZ HERNANDEZ,ANDREA",85.29411764705881
"RODRIGUEZ GUTIERREZ,JESUS EDUARDO","RODRIGUEZ HERNANDEZ,JESUS EDUARDO",86.84210526315789
"RODRIGUEZ RIOS,ANDRES","RODRIGUEZ JASSO,ANDRES F",80.78817733990148
"RODRIGUEZ TAPIA,JOSE GERARDO","RODRIGUEZ LANGO,OSCAR GERARDO",76.66666666666667
"RODRIGUEZ LEAL,ERNESTO","RODRIGUEZ LEAL,ERNESTO",100.0
"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ LELIS,JOSE MARIA",100.0
"RODRIGUEZ LOPEZ,CARLOS EDUARDO","RODRIGUEZ LOPEZ,CARLOS EDUARDO",100.0
"GUTIERREZ LOPEZ,MARCOS","RODRIGUEZ LOPEZ,MARCOS",83.33333333333334
"RODRIGUEZ ROJAS,JORGE JESUS","RODRIGUEZ MAURICIO,JORGE DE JESUS",80.36363636363637
"BARRIGUETE MELENDEZ,JORGE ARMANDO","RODRIGUEZ MELENDEZ,JORGE ALEJANDRO",79.82625482625483
"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ MESA,JOSE MAURILIO",80.50974512743628
"DOMINGUEZ MALDONADO,JORGE ARTURO","RODRIGUEZ MORENO,JORGE ARTURO",81.42857142857143
"RODRIGUEZ ALVARADO,GERARDO","RODRIGUEZ NAJERA,GERARDO",88.23529411764706
"RODRIGUEZ HERNANDEZ,ANA MARGARITA","RODRIGUEZ NARVAEZ,CRISTINA MARGARITA",77.59856630824373
"RODRIGUEZ SERRANO,LUIS MIGUEL","RODRIGUEZ OTAL,LUIS MIGUEL",85.48387096774194
"RODRIGUEZ AVILA,JOSE ANTONIO","RODRIGUEZ RIVERA,JOSE ANTONIO",88.70967741935485
"RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR","RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR",100.0
"RODRIGUEZ LOPEZ,JORGE","RODRIGUEZ RODRIGUEZ,JORGE",88.23529411764706
"RODRIGUEZ RODRIGUEZ,MARIO ALBERTO","RODRIGUEZ RODRIGUEZ,MARIO ALEJANDRO",89.28571428571428
"RODRIGUEZ FELIX,FRANCISCO","RODRIGUEZ SALAMANCA,FRANCISCO",82.35294117647058
"RODRIGUEZ SALINAS,JUAN JOSE","RODRIGUEZ SALINAS,JUAN JOSE",100.0
"PEREZ SANCHEZ,ALFONSO","RODRIGUEZ SANCHEZ,ALONSO",82.82051282051282
"RODRIGUEZ SANCHEZ,DARIANA GRACIELA","RODRIGUEZ SANCHEZ,DARIANA GRACIELA",100.0
"RODRIGUEZ DOMINGUEZ,GUADALUPE","RODRIGUEZ SANCHEZ,GUADALUPE",86.11111111111111
"TORRES TORRES,DAVID","RODRIGUEZ TORRES,DAVID",84.48275862068965
"RODRIGUEZ PEREZ,JOSE MANUEL","RODRIGUEZ VAZQUEZ,JORGE MANUEL",80.97826086956522
"RODRIGUEZ ZAPATA,LUIS CARLOS","RODRIGUEZ ZAPATA,LUIS CARLOS",100.0
"CUEVA RODRIGUEZ,ALEJANDRO HIRAM","RODRIGUEZ,ALEJANDRO OLVERA",76.20967741935485
"CANO RODRIGUEZ,ALFREDO","RODRIGUEZ,ALFREDO",89.13043478260869
"RODRIGUEZ RIOS,ANDRES","RODRIGUEZ,ANDRES",89.13043478260869
"RODRIGUEZ MORENO,ANGEL","RODRIGUEZ,ANGEL",86.0
"RUIZ RODRIGUEZ,CARLOS","RODRIGUEZ,CARLOS",89.13043478260869
"RODRIGUEZ BEAS,CESAR","RODRIGUEZ,CESAR",89.13043478260869
"RODRIGUEZ RUIZ,CHRISTIAN","RODRIGUEZ,CHRISTIAN",89.13043478260869
"SERVIN RODRIGUEZ,CHRISTOPHER ALEXIS","RODRIGUEZ,CHRISTOPHER DIAZ",74.23529411764706
"MEJIA RODRIGUEZ,DANIEL","RODRIGUEZ,DANIEL I",80.35714285714286
"FOUST RODRIGUEZ,DAVID","RODRIGUEZ,DAVID",87.5
"RODRIGUEZ MENDEZ,DIANA","RODRIGUEZ,DIANA",86.0
"HERNANDEZ RODRIGUEZ,ERIC NOE","RODRIGUEZ,ERIC O",75.0
"RODRIGUEZ LEON,ERICKA","RODRIGUEZ,ERICK A",85.28428093645485
"PEREZ RODRIGUEZ,FELIPE","RODRIGUEZ,FELIPE",87.5
"RODRIGUEZ HERREJON,GUILLERMO FERNANDO","RODRIGUEZ,GILBERTO FERNANDO",76.1904761904762
"RODRIGUEZ GOMEZ,GUSTAVO","RODRIGUEZ,GUSTAVO",87.5
"RODRIGUEZ RANGEL,HECTOR","RODRIGUEZ,HECTOR",86.0
"TORRES RODRIGUEZ,IGNACIO DANIEL","RODRIGUEZ,IGNACIO DAPIC",76.74074074074075
"GOMEZ RODRIGUEZ,JAVIER","RODRIGUEZ,JAVIER",87.5
"MORENO RODRIGUEZ,JOSE","RODRIGUEZ,JOSE",86.0
"PABLO RODRIGUEZ,JOSE LUIS","RODRIGUEZ,JOSE L",77.5
"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN",84.61538461538461
"RODRIGUEZ ALBA,JUAN CARLOS","RODRIGUEZ,JUAN CARLOS",89.13043478260869
"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN G",74.61538461538461
"RODRIGUEZ GARCIA,JOSE GUADALUPE","RODRIGUEZ,LORENZO GUADALUPE",74.70967741935485
"RIZO DOMINGUEZ,LUIS","RODRIGUEZ,LUIS E",74.78260869565217
"ROMERO RODRIGUEZ,LUIS MIGUEL","RODRIGUEZ,LUIS MIGUEL",86.0
"DIAZ RODRIGUEZ,MANUEL","RODRIGUEZ,MANUEL",89.13043478260869
"ABARCA RODRIGUEZ,MARCO ANTONIO","RODRIGUEZ,MARCO ANTONIO RAMIREZ",74.23529411764706
"AVILA RODRIGUEZ,MARIO","RODRIGUEZ,MARIO E",79.16666666666667
"LEON RODRIGUEZ,MIGUEL","RODRIGUEZ,MIGUEL",89.13043478260869
"COLIN RODRIGUEZ,RICARDO","RODRIGUEZ,RICARDO",87.5
"ANAYA RODRIGUEZ,ROBERTO","RODRIGUEZ,ROBERTO",87.5
"SOTO RODRIGUEZ,ROGELIO","RODRIGUEZ,ROGELIO",89.13043478260869
"RAMOS RODRIGUEZ,ROSA MARIA","RODRIGUEZ,ROSA MARIA",87.5
"AVILA RODRIGUEZ,RUBEN","RODRIGUEZ,RUBEN",87.5
"RODRIGUEZ PEREZ,VICTOR","RODRIGUEZ,VICTOR M",80.35714285714286
"RODRIGUEZ IGLESIAS,VLADIMIR","RODRIGUEZ,VLADIMIR CANO",71.42857142857143
"RODRIGUEZ SALINAS,JUAN JOSE","RODRIQUEZ SALINAS,JUAN JOSE",97.05882352941177
"RODRIGUEZ GOMEZ,GUSTAVO","RODRIQUEZ,GUSTAVO",83.33333333333334
"RODRIGUEZ GARCIA,JOSE GUADALUPE","RODRIQUEZ,LORENZO GUADALUPE",70.70967741935485
"ROJAS AVELIZAPA,NORMA GABRIELA","ROJAS AVELIZAPA,NORMA GABRIELA",100.0
"ARIAS CASTRO,CARLOS","ROJAS CALVO,CARLOS E",73.29192546583852
"GUERRERO GALVAN,ALONSO","ROJAS GALVAN,ALFONSO",79.48717948717949
"ROJAS GARCIA,JOSE MANUEL","ROJAS GARCIA,JOSE MANUEL",100.0
"ROJAS GEORGE,GABRIEL","ROJAS GEORGE,GABRIEL",100.0
"ARMENTA GUTIERREZ,MIGUEL ANGEL","ROJAS GUTIERREZ,MIGUEL ANGEL",87.5
"ROJAS PILONI,JOSE GERARDO","ROJAS REYNA,JOSE EDUARDO",72.10144927536233
"ROSAS RODRIGUEZ,MARIA EUGENIA","ROJO DIEGUEZ,MARIA EUGENIA",83.33333333333334
"FRAGOSO GONZALEZ,CARLOS ENRIQUE","ROJO GONZALEZ,ARIEL ENRIQUE",82.12005108556833
