NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY
"ESTRADA VARGAS,ANA PAULA","ESTRADA VARGAS,ANA PAULA",100.0
"LOPEZ ESTRADA,JESUS","ESTRADA,JESUS",85.0
"ESTRADA MARTINEZ,JORGE","ESTRADA,JORGE",80.43478260869566
"DIAZ ESTRADA,FRANCISCO","ESTRADA,JOSE FRANCISCO",75.97254004576659
"ESTRADA HAEN,JOSE LUIS","ESTRADA,JOSE LUIS",86.84210526315789
"ESTRADA AVALOS,JUAN","ESTRADA,JUAN",83.33333333333334
"FARIAS MANCILLA,JOSE RURIK","FARIAS MANCILLA,JOSE RURIK",100.0
"MARTINEZ MARTINEZ,MANUEL","FARIAS MARTINEZ,MANUEL",87.5
"FEMAT FLORES,ALEJANDRO RICARDO","FEMAT FLORES,ALEJANDO RICARDO",98.48484848484848
"FEMAT FLORES,ALEJANDRO RICARDO","FEMAT FLORES,ALEJANDRO RICARDO",100.0
"FEREGRINO URIBE,CLAUDIA","FEREGRINO URIBE,CLAUDIA",100.0
"FERNANDEZ ARENAS,DAVID","FERNANDEZ AGUILERA,DAVID",88.23529411764706
"HERNANDEZ BONILLA,MAURICIO","FERNANDEZ BORJA,MAURICIO RAUL",75.5952380952381
"HERNANDEZ SANCHEZ,JAVIER","FERNANDEZ CAHUANTZI,JAVIER",83.33333333333334
"FERNANDEZ DE CASTRO PEREDO,JORGE","FERNANDEZ DE CASTRO,JORGE",92.22222222222223
"FERNANDEZ MORELOS,JUAN CARLOS","FERNANDEZ FEITO,JUAN CARLOS",87.5
"FERNANDEZ FUENTES,ANTONIO","FERNANDEZ FUENTES,ANTONIO",100.0
"FERNANDEZ NAVARRO,CARLOS JAVIER","FERNANDEZ GARCIA,CARLOS JAVIER",86.36363636363637
"FERNANDEZ VELASCO,DANIEL ALEJANDRO","FERNANDEZ GARCIA,MIGUEL ALEJANDRO",76.98863636363637
"HERNANDEZ FLORES,OMAR AUGUSTO","FERNANDEZ GIJON,CESAR AUGUSTO",72.25806451612902
"HERNANDEZ ARRIAGA,ISAAC","FERNANDEZ GOMEZ,ISAAC",81.25
"HERNANDEZ HERNANDEZ,MARIA LETICIA","FERNANDEZ GOMEZ,SOFIA LETICIA",70.81447963800905
"HERNANDEZ HERNANDEZ,JESUS","FERNANDEZ GRANDIZO MARTINEZ,JESUS",82.6086956521739
"HERNANDEZ MUNOZ,ADRIAN ENRIQUE","FERNANDEZ MANRIQUEZ,ADRIAN ENRIQUE",85.29411764705881
"FERNANDEZ CAMACHO,MARCELA","FERNANDEZ MICHEL,MARCELA",89.39393939393939
"HERNANDEZ NIETO,CARLOS ALBERTO","FERNANDEZ MORENO,CARLOS ALBERTO",85.48387096774194
"HERNANDEZ ARMAS,CARLOS AUGUSTO","FERNANDEZ PRECIADO,CLAUDIO AUGUSTO",71.26436781609195
"DE ANDREA SANCHEZ,FRANCISCO JOSE","FERNANDEZ SANCHEZ,FRANCISCO JOSE",88.23529411764706
"FERNANDEZ TAVIZON,SALVADOR","FERNANDEZ TAVIZON,SALVADOR",100.0
"ORTIZ HERNANDEZ,ARTURO AGUSTIN","FERNANDEZ,ARTURO SEBASTIAN",73.33333333333334
"GRAUE HERNANDEZ,ENRIQUE OCTAVIO","FERNANDEZ,ENRIQUE CHAVEZ",71.26436781609195
"GARCIA FERNANDEZ,FRANCISCO","FERNANDEZ,FRANCISCO",86.0
"HERNANDEZ ORTIZ,IVAN","FERNANDEZ,IVAN",83.33333333333334
"HERNANDEZ PRADO,JOSE","FERNANDEZ,JOSE",83.33333333333334
"FERNANDEZ RUIZ,JUAN","FERNANDEZ,JUAN",89.13043478260869
"HERNANDEZ RUIZ,LAURA","FERNANDEZ,LAURA",84.78260869565217
"HERNANDEZ RUIZ,MARCELA","FERNANDEZ,MARCELA",84.78260869565217
"HERNANDEZ AVILA,MARCELO","FERNANDEZ,MARCELO",83.33333333333334
"BEDOLLA HERNANDEZ,MARCOS","FERNANDEZ,MARCOS",80.76923076923077
"FERNANDEZ ALDECUA,MARIA JOSE","FERNANDEZ,MARIA JOSEFA E",76.28205128205128
"VERGARA FERNANDEZ,OMAR","FERNANDEZ,OMAR",84.61538461538461
"ARANA HERNANDEZ,OSCAR","FERNANDEZ,OSCAR",83.33333333333334
"DUVAL HERNANDEZ,ROBERT","FERNANDEZ,ROBERT",83.33333333333334
"FERRAT TORRES,GERARDO","FERRAT TORRES,GERARDO",100.0
"FERREIRA BATISTA,CESAR VICENTE","FERREIRA BATISTA,CESAR VICENTE",100.0
"HERRERA CHALE,FRANCISCO GILBERTO","FERREIRA YANEZ,FRANCISCO JAVIER",71.56862745098039
"FERRO FLORES,GUILLERMINA","FERRO FLORES,GUILLERMINA",100.0
"GARCIA MARTINEZ,MOISES","FIGUEROA MARTINEZ,MOISES",87.5
"FIGUEROA YANEZ,LUIS JOEL","FIGUEROA YANEZ,LUIS JOEL",100.0
"FIGUEROA IBARRA,CARLOS ALBERTO","FIGUEROA,CARLOS ALBERTO",84.78260869565217
"FLORES HIGUERA,FRANCISCO ANTONIO","FIGUEROA,FRANCISCO RAMON",72.44318181818181
"ROMERO FIGUEROA,GUILLERMO","FIGUEROA,GUILLERMO",84.78260869565217
"RODRIGUEZ ROCHA,HUMBERTO","FIGUEROA,HUMBERTO",80.43478260869566
"FLORES FIGUEROA,JOSE","FIGUEROA,JOSUE",79.22705314009661
"SCHNEIDER,DAVID","FISCHER,DAVID B",72.91666666666667
"FLORES CHAPARRO,CARLOS ENRIQUE","FLORES ALEGRIA,LUIS ENRIQUE",69.49602122015915
"FLORES PADILLA,LUIS","FLORES ALONSO,LUIS",83.33333333333334
"FLORES PRIETO,JOSE JASSON","FLORES ARELLANO,JOSE JASSON",85.71428571428572
"FLORES GARCIA,MARIANA","FLORES BACA,ADRIAN",80.12820512820514
"FLORES TRONCOSO,JORGE","FLORES CORONA,JORGE",85.71428571428572
"FLORES LAZARO,CARLOS MARIO","FLORES FAJARDO,CARLOS A",80.74074074074075
"FLORES FLORES,RODOLFO","FLORES FLORES,RODOLFO",100.0
"FLORES ORTEGA,GERARDO","FLORES FUENTES,GERARDO",83.33333333333334
"FLORES GALLARDO,SERGIO GABRIEL","FLORES GALLARDO,SERGIO GABRIEL",100.0
"MARINES GARCIA,ISRAEL","FLORES GARCIA,ISRAEL",87.03703703703704
"LINARES GARCIA,JOSE ANTONIO","FLORES GARCIA,JOSE ANTONIO",90.74074074074075
"FLORES AQUINO,ERIC","FLORES ISLAS,ERICK",76.44444444444444
"FLORES ALVAREZ,JOSE MANUEL","FLORES JAUREGUI,JOSE MANUEL",84.48275862068965
"FLORES ZAMBADA,RICARDO","FLORES LIRA,RICARDO",82.0
"FLORES GUZMAN,FERNANDO","FLORES MANGAS,FERNANDO",88.46153846153845
"CORTES MORALES,JORGE ALBERTO","FLORES MARILES,JORGE ALBERTO",85.71428571428572
"REYES MARTINEZ,AMELIA","FLORES MARIN,PAMELA",76.28205128205128
"TORRES BERNAL,LUIS","FLORES MENA,LUIS A",73.33333333333334
"FLORES MORENO,JORGE LUIS","FLORES MONTANO,JOSE LUIS",82.84600389863547
"FLORES OROPEZA,EUGENIO ALEJANDRO","FLORES OROPEZA,EUGENIO ALEJANDRO",100.0
"FLORES RESENDIZ,JUAN FRANCISCO","FLORES ORTIZ,LUIS FRANCISCO",76.32275132275132
"FLORES SOTO,MARIO EDUARDO","FLORES PANTOJA,OSCAR EDUARDO",74.46153846153845
"FLORES PRECIADO,JUAN","FLORES PONCE,JUAN",83.33333333333334
"FLORES RAMOS,MIGUEL ANGEL","FLORES RAMOS,MIGUEL ANGEL",100.0
"FLORES OLIVAS,ALBERTO","FLORES ROA,ALBERTO",89.13043478260869
"FLORES CABRERA,JOSE ALFREDO","FLORES SANABRIA,JOSE ALEJANDRO",76.39257294429709
"FLORES NAJERA,MANUEL DE JESUS","FLORES SANCHEZ,MIGUEL ANGEL DE JESUS",72.22222222222223
"FLORES SANCHEZ,PATRICIA","FLORES SANCHEZ,PATRICIA",100.0
"FLORES SANDOVAL,CESAR ANDRES","FLORES SANDOVAL,CESAR ANDRES",100.0
"FLORES SANTOS,LETICIA","FLORES SANTOS,LETICIA",100.0
"FLORES LOPEZ,CARLOS","FLORES SILGUERO,CARLOS",83.33333333333334
"FLORES GONZALEZ,MARCO ANTONIO","FLORES VALDEZ,MARCO ANTONIO",89.28571428571428
"FLORES VALDEZ,MARIO ALBERTO","FLORES VALDEZ,MARIO ALBERTO",100.0
"FLORES MAYORGA,MARCO TULIO","FLORES VERDUGO,MARCO AURELIO",73.80952380952381
"TREVINO VILLARREAL,JOSE HUMBERTO","FLORES VILLARREAL,HUMBERTO",75.23809523809524
"FLORES VERA,JUAN ANTONIO","FLORES ZUNIGA,JUAN ANTONIO",83.33333333333334
"LUNA FLORES,ADAN","FLORES,ADRIAN",75.29411764705881
"ORDAZ FLORES,ALEJANDRO","FLORES,ALEJANDRO",83.33333333333334
"FLORES GARCIA,ANDRES","FLORES,ANDRES J",74.43609022556392
"FLORES GOMEZ,CARLOS ALBERTO","FLORES,CARLOS ALBERTO CONCHA",73.33333333333334
"BEYER FLORES,CARLOS JOSE","FLORES,CARLOS PONCE",72.46376811594203
"FLORES CURIEL,DANIEL","FLORES,DANIEL",81.57894736842105
"FLORES LOPEZ,EMIGDIO Z.","FLORES,EMIGDIO Z",80.70175438596492
"CORTES FLORES,ERIKA","FLORES,ERIKA",81.57894736842105
"FLORES GARCIA,FERNANDO","FLORES,FERNANDO",81.57894736842105
"PINA FLORES,JOSE","FLORES,JOSE",85.29411764705881
"PINA FLORES,JOSE","FLORES,JOSE G",75.29411764705881
"GAMA FLORES,JOSE LUIS","FLORES,JOSE LUIS",85.29411764705881
"FLORES LOPEZ,JOSE MANUEL","FLORES,JOSE MANUEL",83.33333333333334
"FLORES GRACIA,JUAN","FLORES,JUAN F",71.57894736842105
"FLORES CAMPOS,JUAN ALEJANDRO","FLORES,JUAN ORLANDO",70.04048582995951
"KOURI FLORES,JUAN BAUTISTA","FLORES,JULIAN BAUTISTA",79.76190476190476
"RUIZ FLORES,PABLO","FLORES,PABLO",85.29411764705881
"FLORES MEJIA,RAUL","FLORES,RAUL",83.33333333333334
"FLORES DAVILA,RODRIGO","FLORES,RODRIGO F",75.32894736842105
"GOMEZ FLORES,VICTOR","FLORES,VICTOR",83.33333333333334
"FLOTA BANUELOS,MANUEL ISRAEL","FLOTA BANUELOS,MANUEL ISRAEL",100.0
"VALLEJO RODRIGUEZ,JOSE ANTONIO","FOSADO RODRIGUEZ,JOSE ANTONIO",86.36363636363637
"MEJIA MUNOZ,JOSE MANUEL","FRAGA MUNOZ,JOSE MANUEL",81.81818181818181
"FRAGOSO GONZALEZ,GLADIS DEL CARMEN","FRAGOSO GONZALEZ,GLADIS DEL CARMEN",100.0
"CANO LARA,MIROSLAVA","FRANCO BARRERA,MIROSLAVA",80.43478260869566
"FRANCO MARINA,FRANCISCO","FRANCO CABALLERO,FRANCISCO",81.0344827586207
"BATISTA RODRIGUEZ,JOSE ALBERTO","FRAUSTO RODRIGUEZ,JOSE ROBERTO",79.90196078431373
"GARCIA GUDINO,DAVID","FREDIN GARCIA JURADO,DAVID H",71.96969696969697
"BECERRIL GARCIA,DAVID","FREDIN GARCIA,DAVID H",73.80952380952381
"FLORES MIRAMONTES,MARIA GUADALUPE","FREGOSO INFANTE,ARTURO GUADALUPE",69.95967741935485
"FUENTES AGUILAR,RITA QUETZIQUEL","FUENTES AGUILAR,RITA QUETZIQUEL",100.0
"BUSTOS SERRANO,HECTOR","FUENTES FERRANDO,HECTOR",83.33333333333334
"FUENTES MOYADO,SERGIO","FUENTES MOYADOS,SERGIO",98.27586206896552
"FUENTES NAVARRO,RAUL","FUENTES SAMANIEGO,RAUL",84.375
"FUENTES MOYADO,SERGIO","FUENTES,SERGIO",83.33333333333334
"GAONA DOMINGUEZ,EDUARDO","G DE QUEVEDO DOMINGUEZ,EDUARDO",82.43243243243244
"HUAMAN LOPEZ,CARLOS","GADSDEN LOPEZ,CARLOS",82.0
"GARCIA GUTIERREZ,RAFAEL","GALDAMES GUTIERREZ,RAFAEL",88.23529411764706
"GARCIA GARDUNO,JUAN MANUEL","GALICIA BADILLO,JUAN MANUEL",81.0344827586207
"DAVILA RODRIGUEZ,JOSUE","GALICIA RODRIGUEZ,JOSUE",89.39393939393939
"GALINDO ESQUIVEL,IGNACIO RENE","GALINDO ESQUIVEL,IGNACIO RENE",100.0
"GALINDO SEVILLA,NORMA DEL CARMEN","GALINDO SEVILLA,NORMA DEL CARMEN",100.0
"GALINDO CORTES,GABRIELA","GALINDO VEGA,GABRIELA",84.61538461538461
"GALLARDO GAONA,JUAN MANUEL","GALLARDO ALMIRAY,JUAN MANUEL",86.66666666666667
"LOPEZ FLORES,JOSE IVAN","GALLARDO FLORES,JOSE IVAN",83.33333333333334
"FIGUEROA GUTIERREZ,ANA PAULINA","GALLARDO GUTIERREZ,PAULINA",75.0
"GALLARDO SANCHEZ,MANUEL ALBERTO","GALLARDO INZUNZA,MANUEL HUMBERTO",75.75431034482759
"BAILON VASQUEZ,FABIOLA","GALLARDO VAZQUEZ,FABIAN",71.7948717948718
"MATEOS CORTES,SERGIO","GALLEGOS CAZARES,SERGIO",81.0344827586207
"GALLEGOS ROBLES,MIGUEL ANGEL","GALLEGOS DE LA PENA,MIGUEL ANGEL",82.35294117647058
"GALLEGOS ROBLES,MIGUEL ANGEL","GALLEGOS,MIGUEL ANGEL",84.78260869565217
"MACIAS GUZMAN,EUGENIA","GALVAN GUZMAN,EUGENIO",77.47252747252747
"CASSANI HERNANDEZ,JULIA","GALVAN NANEZ,JULIA",81.0344827586207
"CERVANTES GONZALEZ,BARBARA","GALVEZ GONZALEZ,BARBARA",83.33333333333334
"GAMBA AYALA,GERARDO","GAMBA,GERARDO",81.25
"GOMEZ,JORGE ALBERTO","GAMEZ,JESUS ALBERTO",78.46153846153845
"GAMINO ROFFE,JOSE CARLOS","GAMIO ROFFE,JOSE  CARLOS",95.65217391304348
"VAZQUEZ RODRIGUEZ,BENJAMIN","GARAY RODRIGUEZ,BENJAMIN",84.375
"GARCIA MAGANA,MARIA DE LOURDES","GARCIA ALEMAN,MARIA DE LOURDES",88.46153846153845
"GARCIA MARIN,IGNACIO","GARCIA ARIZPE,IGNACIO",90.0
"GARCIA ARREOLA,MARIA ELENA","GARCIA ARMENTA,MARIA ELENA",89.28571428571428
"GARCIA PENA,MARIA DEL CARMEN","GARCIA ARMENTA,PATRICIA DEL CARMEN",82.85714285714286
"GARCIA CANTU,RIGOBERTO","GARCIA CANTU,RIGOBERTO",100.0
"GARCIA SANCHEZ,ROBERTO CARLOS","GARCIA CARDONA,ROBERTO CARLOS",82.14285714285714
"GONGORA JARAMILLO,EDGAR MIGUEL","GARCIA CARRILLO,EDGAR MIGUEL",81.25
"GARCIA CASILLAS,PERLA ELVIA","GARCIA CASILLAS,PERLA ELVIA",100.0
"CASTILLO CASTILLO,GUILLERMO","GARCIA CASTILLO,GUILLERMO",84.375
"GARCIA DIAZ,JUAN FRANCISCO","GARCIA CENDEJAS,JUAN FRANCISCO",84.61538461538461
"GARCIA CERDA,LUIS ALFONSO","GARCIA CERDA,LUIS ALFONSO",100.0
"GARCIA MORALES,RICARDO","GARCIA CHAVEZ,RICARDO",83.33333333333334
"GARCIA RODRIGUEZ,CARLOS ADRIAN","GARCIA CORTEZ,CARLOS ADRIAN",87.93103448275862
"GARCIA CRUZ,ISIDORO","GARCIA CRUZ,ISIDORO",100.0
"ALVARADO CRUZ,MARIA ISABEL","GARCIA CRUZ,MARIA ISABEL",83.33333333333334
"GARCIA GARCIA,SERGIO","GARCIA DE ALBA GARCIN,SERGIO",85.29411764705881
"GARCIA Y BARRAGAN,LUIS FELIPE","GARCIA DE ALBA,LUIS FELIPE REGO",72.99880525686979
"GARCIA DE LEON,ROBERTO","GARCIA DE ALBA,ROBERTO",89.28571428571428
"GARCIA LOPEZ,JESUS ADAN","GARCIA DE LA CRUZ,JESUS ANGEL",69.12972085385879
"GARCIA SALAZAR,MARIO","GARCIA DE LA CRUZ,MARIO",82.25806451612902
"GARCIA DE LEON,ROBERTO","GARCIA DE LEON,ROBERTO",100.0
"GARCIGLIA MERCADO,CAROLINA","GARCIA DELGADO,CAROLINA",85.48387096774194
"GARCIA LOPEZ,JESUS ADAN","GARCIA DELGADO,JESUS DAMIAN",75.52447552447552
"GARCIA LOPEZ,ERIC","GARCIA DOMINGUEZ,ERICK",80.15873015873015
"GARCIA RIOS,SERGIO IVAN","GARCIA ESCOBEDO,DIEGO IVAN",68.86446886446886
"RECIO Y SPINOSO,ALBERTO","GARCIA ESPINOSA,ALBERTO",83.33333333333334
"GARCIA FLORES,BLANCA ESTELA","GARCIA FLORES,BLANCA ESTELA",100.0
"GARZA GAONA,LINO GUSTAVO","GARCIA GAMEZ,ALEJANDRO GUSTAVO",68.36581709145428
"GARCIA MAGARINO ALONSO,MARIANO","GARCIA GARCIA DE LEON,MARIA",76.55038759689923
"GARCIA GARCIA,GUILLERMO","GARCIA GARCIA,GUILLERMO",100.0
"GARCIA DURAN,ANGEL","GARCIA GARZA,ANGEL",87.5
"GARCIA GRAJEDA,BLANCA ALICIA","GARCIA GOMEZ,BLANCA LETICIA",79.05982905982906
"GARCIA GONZALEZ,ALEJANDRO","GARCIA GONZALEZ,ALEJANDRO",100.0
"ESCARCEGA GONZALEZ,CARLOS ENRIQUE","GARCIA GONZALEZ,JOSE ENRIQUE",77.85547785547786
"GARCIA GONZALEZ,VICTOR GUADALUPE","GARCIA GONZALEZ,VICTOR GUADALUPE",100.0
"GARCIA RODRIGUEZ,CARLOS ADRIAN","GARCIA GUTIERREZ,CARLOS MARTIN",76.6826923076923
"MAURIZ GUTIERREZ,JOSE LUIS","GARCIA GUTIERREZ,JOSE LUIS",90.625
"GRADILLA HERNANDEZ,MISAEL SEBASTIAN","GARCIA HERNANDEZ,DIEGO SEBASTIAN",79.88614800759012
"CARBAJAL HERNANDEZ,JOSE JUAN","GARCIA HERNANDEZ,JOSE JUAN",88.23529411764706
"GARCIA MENDOZA,ARTURO DE JESUS","GARCIA JIMENEZ,RODRIGO DE JESUS",77.99539170506912
"GARCIA LORENZANA,MARIO","GARCIA LANNOY,MARIO",84.48275862068965
"VEGA LOPEZ,ARMANDO","GARCIA LOPEZ,ARMANDO",86.36363636363637
"GARCIA LUNA,ARMANDO","GARCIA LUNA,ARMANDO",100.0
"GALICIA LUNA,LUIS ALEJANDRO","GARCIA LUNA,LUIS ALBERTO",81.93979933110367
"GARCIA MARQUEZ,ERISTEO","GARCIA MARQUEZ,ERISTEO",100.0
"GARCIA GUTIERREZ,JAVIER","GARCIA MARTINEZ,JAVIER",85.48387096774194
"TAPIA MARTINEZ,JORGE ALBERTO","GARCIA MARTINEZ,JORGE ALBERTO",91.37931034482759
"GARCIA MARTINEZ,JOSE ROMAN","GARCIA MARTINEZ,JOSE RAMON",90.0
"GARCIA MARTINEZ,MOISES","GARCIA MARTINEZ,MOISES",100.0
"DIAZ MENDEZ,JOSE ALEJANDRO","GARCIA MENDEZ,JORGE ALEJANDRO",82.32758620689656
"GARCIA JIMENEZ,JESUS","GARCIA MONTEMAYOR,JESUS",82.25806451612902
"GARCIA MELO,JOSE ALBERTO","GARCIA MORALES,JOSE ALBERTO",86.0
"GARCIA MAZCORRO,JOSE FRANCISCO","GARCIA MORENO,EDSON FRANCISCO",77.21674876847291
"BARBOSA MUNOZ,PERLA ARACELI","GARCIA MUNOZ,NORMA ARACELI",74.46153846153845
"GARCIA DIAZ,JUAN FRANCISCO","GARCIA NAVARRO,JUAN FRANCISCO",82.0
"GARCIA ALCARAZ,JORGE LUIS","GARCIA OCHOA,JORGE ISAAC",72.71062271062272
"GARCIA OLIVARES,JESUS GERARDO","GARCIA ORTIZ,JESUS HECTOR GERARDO",72.72727272727272
"GARCIA GONZALEZ,SERGIO ADRIAN","GARCIA PACHECO,ROGELIO ADRIAN",71.77522349936143
"GARCIA DAVIS,SARA","GARCIA PADILLA,SANDRA",74.61538461538461
"GARCIA VARGAS,GONZALO","GARCIA PEREZ,GONZALO",82.0
"GONZALEZ PEREZ,PEDRO PABLO","GARCIA PEREZ,PEDRO PABLO",80.76923076923077
"GARCIA SANCHEZ,JOSE RAFAEL","GARCIA PICHARDO,JOSE JAFET",69.12972085385879
"GARCIA MEZA,MARIO ALBERTO","GARCIA RAMIREZ,ARTURO ALBERTO",80.74074074074075
"GARCIA BANUELOS,JESUS JAVIER","GARCIA RAMIREZ,JOSE JAVIER",70.16491754122939
"GARCIA ROMERO,MARCELA","GARCIA RAMIREZ,MARCELA",87.03703703703704
"GARCIA SALINAS,CAROLINA","GARCIA ROBLES,CAROLINA",83.33333333333334
"PEQUENO RODRIGUEZ,CONSUELO","GARCIA RODRIGUEZ,CONSUELO",80.30303030303031
"LONGORIA RODRIGUEZ,FRANCISCO ENRIQUE","GARCIA RODRIGUEZ,FRANCISCO EFRAIN",80.57040998217468
"SANCHEZ RODRIGUEZ,MARIA DEL CONSUELO","GARCIA RODRIGUEZ,MA CONSUELO",74.29467084639498
"GARCIA MENDEZ,MANUEL","GARCIA RUIZ,EMMANUEL",76.1904761904762
"GARCIA ALVAREZ,RAQUEL","GARCIA SALGADO LOPEZ,RAUL",75.29411764705881
"GARCIA MENDEZ,ANTONIO","GARCIA SANCHEZ,ANTONIO",87.03703703703704
"GARCIA SANCHEZ,GUSTAVO ADOLFO","GARCIA SANCHEZ,GUSTAVO A",89.13043478260869
"GARCIA LINAN,GERARDO","GARCIA SERRANO,GERARDO",84.61538461538461
"GARCIA GOMEZ,ARTURO","GARCIA SOLIS,ARTURO",83.33333333333334
"GARCIA ESTRADA,RAYMUNDO SAUL","GARCIA STOPIER,RAYMUNDO",73.80952380952381
"GARCIA SALAZAR,GILBERTO","GARCIA TAPIA,GILBERTO",84.61538461538461
"GARCIA KERDAN,IVAN","GARCIA TEBAR,IVAN",86.0
"GARCIA HERNANDEZ,EDGAR","GARCIA TELLEZ,EDGAR M",76.14942528735634
"GARCIA FLORES,RODOLFO","GARCIA TOLOSA,RODOLFO",88.46153846153845
"MOLINA TORRES,JORGE","GARCIA TORRES,JORGE A",76.28205128205128
"GARCIA ROBLEDO,ALBERTO","GARCIA TREVINO,GILBERTO",75.71428571428572
"GARCIA CARRASCO,MARIO","GARCIA VICENCIO,MAURICIO",71.7948717948718
"GARCIA VIEYRA,MARIA ISABEL","GARCIA VILLAREAL,LAURA ISABEL",79.59770114942529
"ESCORCIA GARCIA,JOSE","GARCIA Y GARCIA,JOSE",86.66666666666667
"GARCIA ROMERO,MARCELA","GARCIA ZAMORA,MARICELA",81.28205128205127
"GARCIA JUAREZ,PEDRO","GARCIA ZARCO,PEDRO",86.0
"GARCIA QUIROZ,ALBERTO","GARCIA,ALBERTO",81.57894736842105
"GARCIA QUIROZ,ALBERTO","GARCIA,ALBERTO F",75.32894736842105
"AVILA GARCIA,ALEJANDRO","GARCIA,ALEJANDRO",83.33333333333334
"GARCIA BORES,ANA MARIA","GARCIA,ANAMARIA",80.3921568627451
"GARCIA LUNA,ARMANDO","GARCIA,ARMANDO",85.29411764705881
"GARCIA GOMEZ,ARTURO","GARCIA,ARTURO",83.33333333333334
"GAY GARCIA,CARLOS","GARCIA,CARLOS",87.5
"PARADA GARCIA,ZEFERINO","GARCIA,CEFERINO",75.32894736842105
"GARCIA GARCIA,CESAR","GARCIA,CESAR",81.57894736842105
"GARCIA GARCIA,CESAR","GARCIA,CESAR G",73.24561403508773
"GARCIA RUBIO,CLAUDIA IRENE","GARCIA,CLAUDIA MORENO",74.07407407407408
"ORTIZ GARCIA,DIANA MARIA","GARCIA,DIANA MARIA ORTIZ",72.61904761904762
"COLIN GARCIA,EDUARDO","GARCIA,EDUARDO",83.33333333333334
"RAYA GARCIA,ERNESTO","GARCIA,ERNEST J",75.29411764705881
"RAYA GARCIA,ERNESTO","GARCIA,ERNESTO",85.29411764705881
"CRUZ GARCIA,FELIPE","GARCIA,FELIPE",85.29411764705881
"GARCIA PAEZ,FERNANDO","GARCIA,FERNANDO",85.29411764705881
"GARCIA PAEZ,FERNANDO","GARCIA,FERNANDO F",79.73856209150327
"GARCIA LOPEZ,GUADALUPE","GARCIA,GUADALUPE",83.33333333333334
"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO",83.33333333333334
"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO A",77.08333333333334
"GARCIA NAVA,HECTOR","GARCIA,HECTOR",85.29411764705881
"SOLIS GARCIA,HUGO","GARCIA,HUGO",83.33333333333334
"GARCIA FERIA,LUIS MANUEL","GARCIA,IUIS MANUEL",78.78787878787878
"GARCIA SOTO,J DE JESUS","GARCIA,JAIME JESUS",73.38935574229691
"GARCIA DIAZ,JESUS","GARCIA,JESUS",85.29411764705881
"GARCIA ROJAS,JESUS ALBERTO","GARCIA,JESUS ALBERTO GRANADO",71.56862745098039
"GARCIA GOMEZ,JOSE","GARCIA,JOSE",83.33333333333334
"GARCIA GOMEZ,JOSE","GARCIA,JOSE A",73.33333333333334
"LOPEZ GARCIA,JUAN","GARCIA,JUAN",83.33333333333334
"GARCIA GARCIA,LEONARDO AZAEL","GARCIA,LEONARDO DIAZ",72.3196881091618
"GARCIA FERIA,LUIS MANUEL","GARCIA,LUIS MANUEL",83.33333333333334
"GARCIA JUAREZ,MARCOS","GARCIA,MARCO",77.03349282296651
"GALVAN GARCIA,MARCOS MARCELO","GARCIA,MARCOS VARELA",72.3196881091618
"COLIN GARCIA,MARIA","GARCIA,MARIA L",75.0
"ROMO GARCIA,MARIA FERNANDA","GARCIA,MARIANO FERNANDEZ",77.22960151802656
"GARCIA BERGER,MARIO","GARCIA,MARIO",81.57894736842105
"GARCIA LUIS,MARGARITA","GARCIA,MARIO GARCIA",73.38935574229691
"COMAS GARCIA,MAURICIO","GARCIA,MAURICIO",83.33333333333334
"GARCIA ROCHA,MIGUEL","GARCIA,MIGUEL",83.33333333333334
"GARCIA LEAL,OSCAR","GARCIA,OSCAR",85.29411764705881
"GARCIA RUIZ,RAFAEL","GARCIA,RAFAEL",85.29411764705881
"GARCES GARCIA,ERIC RAYMUNDO","GARCIA,RAYMUNDO",69.67418546365914
"LEON GARCIA,RICARDO","GARCIA,RICARDO",85.29411764705881
"GARCIA LEON,RICARDO ANDRES","GARCIA,RICARDO SANCHEZ",73.22515212981745
"GARCIA GARZA,RUBEN","GARCIA,RUBEN",83.33333333333334
"CRUZ GARCIA,SALVADOR","GARCIA,SALVADOR",85.29411764705881
"GARCIA AVILA,SERGIO","GARCIA,SERGIO",83.33333333333334
"GUERRA GONZALEZ,ROBERTO","GARCIAGONZALEZ,ROBERTO",87.93103448275862
"GARCIA CAYUELA,TOMAS","GARCIAJAIME,TOMAS",82.0
"RIVERO MORENO,CARLOS JOEL","GARCIAMORENO,CARLOS JOSE",77.45454545454545
"ANAYA GARDUNO,MANUEL","GARDUNO,MANUEL",85.0
"GARIBAY FEBLES,VICENTE","GARIBAY FEBLES,VICENTE",100.0
"GARNICA GARZA,HECTOR MAURICIO","GARNICA GARZA,HECTOR MAURICIO",100.0
"GARRIDO ESPINOSA,ETZEL","GARRIDO,ITZEL",70.43478260869566
"REZA GONZALEZ,JOEL RAFAEL","GARZA ALVAREZ,JOSE RAFAEL",76.22377622377623
"CHAVEZ GONZALEZ,ERENDIRA LETICIA","GARZA GONZALEZ,NORMA LETICIA",75.86206896551724
"GARZA ALATORRE,ARTURO GERARDO","GARZA LAGUERA GARZA,MARCELO GERARDO",68.23406478578892
"GARCIA RAVELO,JESUS","GARZA LEAL,JESUS",80.43478260869566
