Nombre Buscado,Mejor Coincidencia,Similitud
"FERNANDEZ JIMENEZ,RODOLFO FRANCISCO","FERNANDEZ JIMENEZ,RODOLFO FRANCISCO",100.0
"MARINO LOPEZ,ANTONIO LUIS","MARINO LOPEZ,ANTONIO LUIS",100.0
"ALONSO HERRERO,JOSE ANTONIO","ALONSO HERRERO,JOSE ANTONIO",100.0
"GARCIADIEGO DANTAN,FRANCISCO JAVIER","GARCIADIEGO DANTAN,FRANCISCO JAVIER",100.0
"MENEGUS BORNEMANN,MARGARITA","MENEGUS BORNEMANN,MARGARITA",100.0
"URIAS HORCASITAS,LOURDES BEATRIZ","URIAS HORCASITAS,LOURDES BEATRIZ",100.0
"YUSTE LOPEZ,MARIA DEL CARMEN","YUSTE LOPEZ,MARIA DEL CARMEN",100.0
"GONZALEZ TORRES,LUCRECIA CLEMENTINA YOLOTL","GONZALEZ TORRES,LUCRECIA CLEMENTINA YOLOTL",100.0
"BAEZ Y MACIAS,EDUARDO","BAEZ Y MACIAS,EDUARDO",100.0
"ORTIZ ORTEGA,ADRIANA NOEMI","ORTIZ ORTEGA,ADRIANA NOEMI",100.0
"GLANTZ SHAPIRO,MARGARITA","GLANTZ SHAPIRO,MARGARITA",100.0
"RAMIREZ MARTINEZ,GUILLERMO","RAMIREZ MARTINEZ,GUILLERMO",100.0
"SEFCHOVICH WASONGARZ,SARA","SEFCHOVICH WASONGARZ,SARA",100.0
"MARTINEZ ASSAD,CARLOS ROBERTO","MARTINEZ ASSAD,CARLOS ROBERTO",100.0
"CONNOLLY DIETRICHSEN,PRISCILLA","CONNOLLY DIETRICHSEN,PRISCILLA",100.0
"SALDAÑA GONZALEZ,JUAN JOSE","SALDAÑA GONZALEZ, JUAN JOSE",98.11320754716981
"SOSA ALVAREZ,IGNACIO","SOSA ALVAREZ,IGNACIO",100.0
"CANDELA MARTIN,MARIA ANTONIA","CANDELA MARTIN,MARIA ANTONIA",100.0
"BUBNOVA GULAYA,TATIYANA MIJAILOVNA","BUBNOVA GULAYA,TATIYANA MIJAILOVNA",100.0
"TUÑON PABLOS,JULIA","TUÑON PABLOS, JULIA",97.2972972972973
"CORSI CABRERA,MARIA ASUNCION DEL CARMELO","CORSI CABRERA,MARIA ASUNCION DEL CARMELO",100.0
"BAZANT SANCHEZ,MILADA BLANCA","BAZANT SANCHEZ,MILADA BLANCA",100.0
"STAPLES DEAN,ANNE FOLGER","STAPLES DEAN,ANNE FOLGER",100.0
"ASSADOURIAN MARGARIAN,CARLOS SEMPAT","ASSADOURIAN MARGARIAN,CARLOS SEMPAT",100.0
"BRACHET STAEHLING,VIVIANE","BRACHET STAEHLING,VIVIANE",100.0
"LORENZEN SBREGA,DAVID NEAL","LORENZEN SBREGA,DAVID NEAL",100.0
"JARQUIN ORTEGA,MARIA TERESA","JARQUIN ORTEGA,MARIA TERESA",100.0
"STERN FEITLER,CLAUDIO MAURICIO","STERN FEITLER,CLAUDIO MAURICIO",100.0
"PASTOR LLANEZA,MARIA ALBA","PASTOR LLANEZA,MARIA ALBA",100.0
"ROJAS RAMIREZ,SYLVIA MARGARITA","ROJAS RAMIREZ,SYLVIA MARGARITA",100.0
"PARADISE LORING,RUTH MALPAS","PARADISE LORING,RUTH MALPAS",100.0
"ROCKWELL RICHMOND,ELSIE","ROCKWELL RICHMOND,ELSIE",100.0
"MEDINA NUÑEZ,IGNACIO","MEDINA NUÑEZ, IGNACIO",97.5609756097561
"DEL ALIZAL ARRIAGA,LAURA","DEL ALIZAL ARRIAGA,LAURA",100.0
"DE IBARROLA NICOLIN,MARIA","DE IBARROLA NICOLIN,MARIA",100.0
"ACEVEDO VALERIO,VICTOR ANTONIO","ACEVEDO VALERIO,VICTOR ANTONIO",100.0
"GONZALEZ SANCHEZ,JORGE ALEJANDRO","GONZALEZ SANCHEZ,JORGE ALEJANDRO",100.0
"ALBA VEGA,CARLOS JOSE","ALBA VEGA,CARLOS JOSE",100.0
"MUNGARAY LAGARDA,ALEJANDRO","MUNGARAY LAGARDA,ALEJANDRO",100.0
"CAMACHO CARDONA,MARIO","CAMACHO CARDONA,MARIO",100.0
"ALVAREZ BORREGO,JOSUE","ALVAREZ BORREGO,JOSUE",100.0
"ECHAVARRIA HERAS,HECTOR ALONSO","ECHAVARRIA HERAS,HECTOR ALONSO",100.0
"PALACIO PRIETO,JOSE LUIS","PALACIO PRIETO,JOSE LUIS",100.0
"AGUILERA GRANJA,JUAN FAUSTINO","AGUILERA GRANJA,JUAN FAUSTINO",100.0
"CONTRERAS PUENTE,GERARDO SILVERIO","CONTRERAS PUENTE,GERARDO SILVERIO",100.0
"SOLANO SOSA,CRISTINA ELIZABETH","SOLANO SOSA,CRISTINA ELIZABETH",100.0
"CALIXTO CARRERA,SERGIO ARTURO","CALIXTO CARRERA,SERGIO ARTURO",100.0
"RUIZ DE CHAVEZ SOMOZA,JUAN","RUIZ DE CHAVEZ SOMOZA,JUAN",100.0
"COSTAS BASIN,MIGUEL ANTONIO","COSTAS BASIN,MIGUEL ANTONIO",100.0
"REYES GASGA,JOSE","REYES GASGA,JOSE",100.0
"MENDOZA CASTRO,VICTOR MANUEL","MENDOZA CASTRO,VICTOR MANUEL",100.0
"DORANTES DAVILA,JESUS GERARDO","DORANTES DAVILA,JESUS GERARDO",100.0
"BARRADAS BRIBIESCA,JOSE IGNACIO","BARRADAS BRIBIESCA,JOSE IGNACIO",100.0
"AGUILERA REYES,ELI FRANCISCO","AGUILERA REYES,ELI FRANCISCO",100.0
"TAPIA RECILLAS,HORACIO","TAPIA RECILLAS,HORACIO",100.0
"MENDOZA ORTEGA,BLANCA EMMA","MENDOZA ORTEGA,BLANCA EMMA",100.0
"TORRES LABANSAT,MANUEL","TORRES LABANSAT,MANUEL",100.0
"VILLA Y VILLA,MARIA","VILLA Y VILLA,MARIA",100.0
"PEREZ ABREU CARRION,VICTOR MANUEL","PEREZ ABREU CARRION,VICTOR MANUEL",100.0
"ABOITES MANRIQUE,VICENTE","ABOITES MANRIQUE,VICENTE",100.0
"ANTILLON DIAZ,ARMANDO","ANTILLON DIAZ,ARMANDO",100.0
"LOPEZ VELAZQUEZ,GUSTAVO","LOPEZ VELAZQUEZ,GUSTAVO",100.0
"CAMPOY GUEREÑA,GERMAN","CAMPOY GUEREÑA, GERMAN",97.67441860465115
"BOHIGAS BOSCH,JOAQUIN IGNACIO AGUSTIN","BOHIGAS BOSCH,JOAQUIN IGNACIO AGUSTIN",100.0
"GOMEZ Y GONZALEZ,RAUL WAYNE","GOMEZ Y GONZALEZ,RAUL WAYNE",100.0
"OROZCO MENDOZA,ELIGIO ALBERTO","OROZCO MENDOZA,ELIGIO ALBERTO",100.0
"RIOS MONTES,JOSE","RIOS MONTES,JOSE",100.0
"RAGGI CARDENAS,ALBERTO GERARDO","RAGGI CARDENAS,ALBERTO GERARDO",100.0
"MORALES MORI,ALEJANDRO","MORALES MORI, ALEJANDRO",97.77777777777777
"ILLANES MEJIA,ALEJANDRO","ILLANES MEJIA,ALEJANDRO",100.0
"VELA AMIEVA,ALBERTO MARCIAL","VELA AMIEVA,ALBERTO MARCIAL",100.0
"RINCON MEJIA,HUGO ALBERTO","RINCON MEJIA,HUGO ALBERTO",100.0
"ZAMORANO ULLOA,RAFAEL","ZAMORANO ULLOA,RAFAEL",100.0
"LOPEZ GARCIA,JOSE ALBERTO","LOPEZ GARCIA,JOSE ALBERTO",100.0
"VILLARREAL RODRIGUEZ,RAFAEL HERACLIO","VILLARREAL RODRIGUEZ,RAFAEL HERACLIO",100.0
"ESPINOSA LUNA,RAFAEL","ESPINOSA LUNA,RAFAEL",100.0
"VILLASEÑOR RIOS,JOSE LUIS","VILLASEÑOR RIOS, JOSE LUIS",98.0392156862745
"GUTIERREZ PEREZ,JAIME RENE","GUTIERREZ PEREZ,JAIME RENE",100.0
"PEDRAZA CHAVERRI,JOSE","PEDRAZA CHAVERRI,JOSE",100.0
"TORRES GUERRA,LETICIA MYRIAM","TORRES GUERRA,LETICIA MYRIAM",100.0
"PEREZ PADILLA,JOSE ROGELIO","PEREZ PADILLA,JOSE ROGELIO",100.0
"MARTINEZ PALOMO,ADOLFO","MARTINEZ PALOMO,ADOLFO",100.0
"SOLACHE RIOS,MARCOS JOSE","SOLACHE RIOS,MARCOS JOSE",100.0
"ORDOÑEZ REGIL,EDUARDO","ORDOÑEZ REGIL, EDUARDO",97.67441860465115
"LAMOYI VELAZQUEZ,EDMUNDO DE IBIS","LAMOYI VELAZQUEZ,EDMUNDO DE IBIS",100.0
"PANIAGUA MICHEL,JOSE DE JESUS","PANIAGUA MICHEL,JOSE DE JESUS",100.0
"FUENTES HERNANDEZ,VICTOR OCTAVIO","FUENTES HERNANDEZ,VICTOR OCTAVIO",100.0
"HERNANDEZ SOTOMAYOR,SOLEDAD MARIA TERESA","HERNANDEZ SOTOMAYOR,SOLEDAD MARIA TERESA",100.0
MENDEZ SAMPERIOPATRICIA,MENDEZ SAMPERIOPATRICIA,100.0
"FLORES PARRA,MARIA ANGELINA","FLORES PARRA,MARIA ANGELINA",100.0
"DIAZ BARRIGA MARTINEZ,FERNANDO","DIAZ BARRIGA MARTINEZ,FERNANDO",100.0
"MONTAÑO RAMIREZ,MARTHA","MONTAÑO RAMIREZ, MARTHA",97.77777777777777
"OSUNA LOPEZ,JOSE ISIDRO","OSUNA LOPEZ,JOSE ISIDRO",100.0
"MUÑOZ HERNANDEZ,ONOFRE","MUÑOZ HERNANDEZ,ONOFRE",100.0
"FERNANDEZ VALVERDE,SUILMA MARISELA","FERNANDEZ VALVERDE,SUILMA MARISELA",100.0
"FLORES VILLELA,OSCAR ALBERTO","FLORES VILLELA,OSCAR ALBERTO",100.0
"MAEDA MARTINEZ,ALFONSO NIVARDO","MAEDA MARTINEZ,ALFONSO NIVARDO",100.0
"BELTRAN NUÑEZ,MA. DEL CARMEN","BELTRAN NUÑEZ, MA. DEL CARMEN",98.24561403508771
"VAZQUEZ BOTELLO,ALFONSO","VAZQUEZ BOTELLO,ALFONSO",100.0
"SANCHEZ CORDERO DAVILA,VICTOR MANUEL GUILLERMO","SANCHEZ CORDERO DAVILA,VICTOR MANUEL GUILLERMO",100.0
"ORTIZ MUÑIZ,ALDA ROCIO","ORTIZ MUÑIZ, ALDA ROCIO",97.77777777777777
"MORENO CASASOLA BARCELO,PATRICIA","MORENO CASASOLA BARCELO,PATRICIA",100.0
"AYALA AGUILAR,GUADALUPE","AYALA AGUILAR,GUADALUPE",100.0
"PANIAGUA SIERRA,JOSE RAMON","PANIAGUA SIERRA,JOSE RAMON",100.0
"BROM KLANNER,SUSANA","BROM KLANNER,SUSANA",100.0
"MENDOZA ALVAREZ,MARIA EUGENIA","MENDOZA ALVAREZ,MARIA EUGENIA",100.0
"GONZALEZ SORIANO,ENRIQUE","GONZALEZ SORIANO,ENRIQUE",100.0
"BENITEZ KING,GLORIA ACACIA","BENITEZ KING,GLORIA ACACIA",100.0
"NOVELO GUTIERREZ,RODOLFO","NOVELO GUTIERREZ,RODOLFO",100.0
"CRUZ FUENTES,CARLOS SABAS","CRUZ FUENTES,CARLOS SABAS",100.0
"MORENO SANCHEZ,RAFAEL","MORENO SANCHEZ,RAFAEL",100.0
"COVARRUBIAS ROBLES,LUIS FERNANDO","COVARRUBIAS ROBLES,LUIS FERNANDO",100.0
"DELGADO SALINAS,ALFONSO OCTAVIO","DELGADO SALINAS,ALFONSO OCTAVIO",100.0
"MENDEZ UBACH,MARIA NURIA","MENDEZ UBACH,MARIA NURIA",100.0
"GONZALEZ MARISCAL MURIEL,GABRIELA","GONZALEZ MARISCAL MURIEL,GABRIELA",100.0
"JUAREZ OROPEZA,MARCO ANTONIO","JUAREZ OROPEZA,MARCO ANTONIO",100.0
"HERRERA ESPARZA,RAFAEL","HERRERA ESPARZA,RAFAEL",100.0
"AVALOS DIAZ,ESPERANZA DEL REFUGIO","AVALOS DIAZ,ESPERANZA DEL REFUGIO",100.0
"MACHAIN CASTILLO,MARIA LUISA","MACHAIN CASTILLO,MARIA LUISA",100.0
"ACOSTA GIO,ADELFO ENRIQUE","ACOSTA GIO,ADELFO ENRIQUE",100.0
"MAASS MORENO,JOSE MANUEL","MAASS MORENO,JOSE MANUEL",100.0
"AGUILAR MARTINEZ,MARTHA","AGUILAR MARTINEZ,MARTHA",100.0
"FAVILA CASTILLO,MARIO ENRIQUE","FAVILA CASTILLO,MARIO ENRIQUE",100.0
"SANDOVAL RAMIREZ,JESUS","SANDOVAL RAMIREZ,JESUS",100.0
"VALDES MARTINEZ,JESUS","VALDES MARTINEZ,JESUS",100.0
"WACHER RODARTE,MARIA DEL CARMEN","WACHER RODARTE,MARIA DEL CARMEN",100.0
"GASQUE SILVA,LAURA MARIA","GASQUE SILVA,LAURA MARIA",100.0
"ARMENDARIZ BORUNDA,JUAN SOCORRO","ARMENDARIZ BORUNDA,JUAN SOCORRO",100.0
"ESQUIVEL RODRIGUEZ,BALDOMERO","ESQUIVEL RODRIGUEZ,BALDOMERO",100.0
"MONTERO MONTOYA,REGINA DORINDA","MONTERO MONTOYA,REGINA DORINDA",100.0
"QUIÑONEZ VELAZQUEZ,CASIMIRO","QUIÑONEZ VELAZQUEZ, CASIMIRO",98.18181818181819
"DAVILA JIMNEZ,MARTIN MARINO","DAVILA JIMNEZ,MARTIN MARINO",100.0
"COLUNGA GARCIA MARIN,SILVIA PATRICIA","COLUNGA GARCIA MARIN, SILVIA PATRICIA",98.63013698630137
"ARIAS ALVAREZ,ANA BRIGIDA CLORINDA","ARIAS ALVAREZ,ANA BRIGIDA CLORINDA",100.0
"GALLEGOS MORALES,GABRIEL","GALLEGOS MORALES,GABRIEL",100.0
"VAZQUEZ GONZALEZ,MARIA MAGDALENA","VAZQUEZ GONZALEZ,MARIA MAGDALENA",100.0
"JIMENEZ JIMENEZ,MARIA LUISA","JIMENEZ JIMENEZ,MARIA LUISA",100.0
"GARCIA DE ALBA GARCIA,JAVIER EDUARDO","GARCIA DE ALBA GARCIA,JAVIER EDUARDO",100.0
"CERVANTES REZA,FERNANDO ALFREDO","CERVANTES REZA,FERNANDO ALFREDO",100.0
"PIÑA GARZA,ENRIQUE","PIÑA GARZA, ENRIQUE",97.2972972972973
"RODRIGUEZ SOSA,LEONARDO","RODRIGUEZ SOSA,LEONARDO",100.0
"VOVIDES PAPALOUKA,ANDREW PETER","VOVIDES PAPALOUKA,ANDREW PETER",100.0
"ROBERT DIAZ,MANUEL LUIS","ROBERT DIAZ,MANUEL LUIS",100.0
"IBARRA RENDON,JORGE EUGENIO","IBARRA RENDON,JORGE EUGENIO",100.0
"AZIZ NASSIF,ALBERTO","AZIZ NASSIF,ALBERTO",100.0
"PAREDES MARTINEZ,CARLOS SALVADOR","PAREDES MARTINEZ,CARLOS SALVADOR",100.0
"BRAVO ARRIAGA,MARIA DE LOS DOLORES JOSEFINA","BRAVO ARRIAGA,MARIA DE LOS DOLORES JOSEFINA",100.0
"RAMIREZ CARRILLO,LUIS ALFONSO","RAMIREZ CARRILLO,LUIS ALFONSO",100.0
"PATAN LOPEZ,FEDERICO","PATAN LOPEZ,FEDERICO",100.0
"POZZI PARDO,MARIA","POZZI PARDO,MARIA",100.0
"BARTOLOME BISTOLETTI,MIGUEL ALBERTO","BARTOLOME BISTOLETTI,MIGUEL ALBERTO",100.0
"BARABAS REYNA DE BARTOLOME,ALICIA MABEL","BARABAS REYNA DE BARTOLOME,ALICIA MABEL",100.0
"FERNANDEZ SANTILLAN,JOSE FLORENCIO","FERNANDEZ SANTILLAN,JOSE FLORENCIO",100.0
"MIER GARZA,RAYMUNDO DE GUADALUPE","MIER GARZA,RAYMUNDO DE GUADALUPE",100.0
"CORTES CACERES,FERNANDO ALBERTO","CORTES CACERES,FERNANDO ALBERTO",100.0
"MALVAGNI GILLY,ADOLFO ATILIO","MALVAGNI GILLY,ADOLFO ATILIO",100.0
"RAMIREZ RANCAÑO,MARIO","RAMIREZ RANCAÑO, MARIO",97.67441860465115
"GALLEGOS CAZARES,LETICIA","GALLEGOS CAZARES,LETICIA",100.0
FLORES CAMACHOFERNANDO,FLORES CAMACHOFERNANDO,100.0
"VIQUEIRA ALBAN,JUAN PEDRO","VIQUEIRA ALBAN,JUAN PEDRO",100.0
"BAILON CORRES,MOISES JAIME","BAILON CORRES,MOISES JAIME",100.0
"AGUIRRE ROJAS,CARLOS ANTONIO","AGUIRRE ROJAS,CARLOS ANTONIO",100.0
"GONZALEZ CHAVEZ,HUMBERTO","GONZALEZ CHAVEZ,HUMBERTO",100.0
"KROTZ HEBERLE,STEFAN GEORG","KROTZ HEBERLE,STEFAN GEORG",100.0
"CASAS GUERRERO,ROSALBA","CASAS GUERRERO,ROSALBA",100.0
"TAPIA ZUÑIGA,PEDRO CONSTANTINO","TAPIA ZUÑIGA,PEDRO CONSTANTINO",100.0
"REYES CORIA,BULMARO ENRIQUE","REYES CORIA,BULMARO ENRIQUE",100.0
"HUERTA GONZALEZ,ARTURO PROCORO","HUERTA GONZALEZ,ARTURO PROCORO",100.0
"BENITEZ GROBET,LAURA AURORA","BENITEZ GROBET,LAURA AURORA",100.0
"MUÑOZ Y GARCIA,EDUARDO HUMBERTO","MUÑOZ Y GARCIA, EDUARDO HUMBERTO",98.41269841269842
"CEBALLOS RAMIREZ,MANUEL","CEBALLOS RAMIREZ,MANUEL",100.0
"FRANCO BAGNOULS,MARIA DE LOURDES","FRANCO BAGNOULS,MARIA DE LOURDES",100.0
"ZUÑIGA GONZALEZ,VICTOR AURELIO","ZUÑIGA GONZALEZ, VICTOR AURELIO",98.36065573770492
"SANCHEZ SANDOVAL,SALOMON AUGUSTO","SANCHEZ SANDOVAL,SALOMON AUGUSTO",100.0
"RUZ SOSA,MARIO HUMBERTO","RUZ SOSA,MARIO HUMBERTO",100.0
"IZQUIERDO Y DE LA CUEVA,ANA LUISA","IZQUIERDO Y DE LA CUEVA,ANA LUISA",100.0
"ARROYO ALEJANDRE,J. JESUS","ARROYO ALEJANDRE,J. JESUS",100.0
"ITURRIOZ LEZA,JOSE LUIS","ITURRIOZ LEZA,JOSE LUIS",100.0
"LEAL CARRETERO,FERNANDO MIGUEL","LEAL CARRETERO,FERNANDO MIGUEL",100.0
"MARTINEZ RIZO,FELIPE","MARTINEZ RIZO,FELIPE",100.0
"HERNANDEZ RODRIGUEZ,ROGELIO","HERNANDEZ RODRIGUEZ,ROGELIO",100.0
"DE LA GARZA TOLEDO,ENRIQUE MODESTO","DE LA GARZA TOLEDO,ENRIQUE MODESTO",100.0
"GAMBOA OJEDA,VICTORIA LETICIA","GAMBOA OJEDA,VICTORIA LETICIA",100.0
"CASTILLO BERTHIER,HECTOR FRANCISCO","CASTILLO BERTHIER,HECTOR FRANCISCO",100.0
"ALBRECHTSEN SVENDSEN,KIRSTEN","ALBRECHTSEN SVENDSEN,KIRSTEN",100.0
"LEZAMA DE LA TORRE,JOSE LUIS","LEZAMA DE LA TORRE,JOSE LUIS",100.0
"GREDIAGA KURI,MARIA DEL ROCIO","GREDIAGA KURI,MARIA DEL ROCIO",100.0
"BECERRA RAMIREZ,MANUEL GENEROSO","BECERRA RAMIREZ,MANUEL GENEROSO",100.0
"ZABLUDOSKY KUPER,GINA","ZABLUDOSKY KUPER,GINA",100.0
"MANSILLA LORY,JOSEFINA LUCILA","MANSILLA LORY,JOSEFINA LUCILA",100.0
"SEGOTA TOMAC,DURDICA","SEGOTA TOMAC,DURDICA",100.0
"BENSUSAN AREOUS,GRACIELA IRMA","BENSUSAN AREOUS,GRACIELA IRMA",100.0
"PI SUÑER LLORENS,ANTONIA","PI SUÑER LLORENS, ANTONIA",97.95918367346938
"ANGULO VILLASEÑOR,JORGE","ANGULO VILLASEÑOR, JORGE",97.87234042553192
"CHAVEZ GALINDO,ANA MARIA","CHAVEZ GALINDO,ANA MARIA",100.0
"GOMEZ SERRANO,JOSE DE JESUS","GOMEZ SERRANO,JOSE DE JESUS",100.0
"NOVELO OPPENHEIM,VICTORIA FERNANDA MELINA","NOVELO OPPENHEIM,VICTORIA FERNANDA MELINA",100.0
"LUDLOW WIECHERS,LEONOR MARIA","LUDLOW WIECHERS,LEONOR MARIA",100.0
"TORRES RAMIREZ,BLANCA","TORRES RAMIREZ,BLANCA",100.0
"AGUILAR VILLANUEVA,LUIS FERNANDO","AGUILAR VILLANUEVA,LUIS FERNANDO",100.0
"CUELLAR VAZQUEZ,MA. ANGELICA","CUELLAR VAZQUEZ,MA. ANGELICA",100.0
"GARCIA SALORD,SUSANA INES","GARCIA SALORD,SUSANA INES",100.0
"MARTINEZ CONTRERAS,JORGE","MARTINEZ CONTRERAS,JORGE",100.0
"SOL TLACHI,JOSE MANUEL","SOL TLACHI,JOSE MANUEL",100.0
"TUÑON PABLOS,ESPERANZA","TUÑON PABLOS, ESPERANZA",97.77777777777777
"VEGA CANOVAS,GUSTAVO FLORENTINO","VEGA CANOVAS,GUSTAVO FLORENTINO",100.0
"CONTRERAS Y CRUZ,CARLOS AUGUSTO","CONTRERAS Y CRUZ,CARLOS AUGUSTO",100.0
"DE ANDREA SANCHEZ,FRANCISCO JOSE","DE ANDREA SANCHEZ,FRANCISCO JOSE",100.0
"NEGRETE SALAS,MARIA EUGENIA","NEGRETE SALAS,MARIA EUGENIA",100.0
"GORDON RAPOPORT,SARA","GORDON RAPOPORT,SARA",100.0
AZUELA DE LA CUEVAALICIA,AZUELA DE LA CUEVAALICIA,100.0
"SANCHEZ VAZQUEZ,RAFAEL","SANCHEZ VAZQUEZ,RAFAEL",100.0
"SCHTEINGART GARFUNKEL,MARTHA ROSA","SCHTEINGART GARFUNKEL,MARTHA ROSA",100.0
"CONTRERAS SUAREZ,ENRIQUE","CONTRERAS SUAREZ,ENRIQUE",100.0
"UVALLE BERRONES,RICARDO","UVALLE BERRONES,RICARDO",100.0
"EASTMOND SPENCER,AMARILLA","EASTMOND SPENCER,AMARILLA",100.0
"ORTOLL ESTRADA,SERVANDO","ORTOLL ESTRADA,SERVANDO",100.0
"VEGA Y MURGUIA,CARLOS AGUSTIN","VEGA Y MURGUIA,CARLOS AGUSTIN",100.0
"HERRERA ESTRELLA,LUIS RAFAEL","HERRERA ESTRELLA,LUIS RAFAEL",100.0
"VALDES REYNA,JESUS","VALDES REYNA,JESUS",100.0
"MARTINEZ GAMIÑO,MIGUEL ANGEL","MARTINEZ GAMIÑO,MIGUEL ANGEL",100.0
"CAMPOS MAGAÑA,SANTOS GABRIEL","CAMPOS MAGAÑA, SANTOS GABRIEL",98.24561403508771
"ARRIAGA JORDAN,CARLOS MANUEL","ARRIAGA JORDAN,CARLOS MANUEL",100.0
"RUIZ VEGA,JAIME","RUIZ VEGA,JAIME",100.0
"AGUIRRE MEDINA,JUAN FRANCISCO","AGUIRRE MEDINA,JUAN FRANCISCO",100.0
"RAMIREZ RODRIGUEZ,EDGARDO MAURICIO","RAMIREZ RODRIGUEZ,EDGARDO MAURICIO",100.0
"ZAVALETA MEJIA,EMMA","ZAVALETA MEJIA,EMMA",100.0
"GUERRERO PRIETO,VICTOR MANUEL","GUERRERO PRIETO,VICTOR MANUEL",100.0
"ESPINOZA CALDERON,ALEJANDRO","ESPINOZA CALDERON,ALEJANDRO",100.0
"BARRETO SANDOVAL,JOSE DE JESUS","BARRETO SANDOVAL,JOSE DE JESUS",100.0
"CASTILLO TOLEDO,BERNARDINO","CASTILLO TOLEDO,BERNARDINO",100.0
"MEDINA VALTIERRA,JORGE","MEDINA VALTIERRA,JORGE",100.0
"G. SALMONES BLASQUEZ,JOSE","G. SALMONES BLASQUEZ,JOSE",100.0
"CASTILLO MORALES,ALBERTO","CASTILLO MORALES,ALBERTO",100.0
"MEJIA CONTRERAS,JOSE APOLINAR","MEJIA CONTRERAS,JOSE APOLINAR",100.0
"KELLY MARTINEZ,RAFAEL DE JESUS","KELLY MARTINEZ,RAFAEL DE JESUS",100.0
"AVITIA GARCIA,EDILBERTO","AVITIA GARCIA,EDILBERTO",100.0
"HELENES ESCAMILLA,JAVIER","HELENES ESCAMILLA,JAVIER",100.0
"ORTEGA PACZKA,RAFAEL ANGEL DEL SAGRADO CORAZ","ORTEGA PACZKA,RAFAEL ANGEL DEL SAGRADO CORAZ",100.0
"NAVA CAMBEROS,URBANO","NAVA CAMBEROS,URBANO",100.0
"CEPEDA SILLER,MELCHOR","CEPEDA SILLER,MELCHOR",100.0
"PRECIADO ORTIZ,RICARDO ERNESTO","PRECIADO ORTIZ,RICARDO ERNESTO",100.0
"JIMENEZ SANCHEZ,LEOBARDO","JIMENEZ SANCHEZ,LEOBARDO",100.0
"ROCHA PEÑA,MARIO ALBERTO","ROCHA PEÑA, MARIO ALBERTO",97.95918367346938
"MARTINEZ CARRILLO,JOSE LUIS","MARTINEZ CARRILLO,JOSE LUIS",100.0
"WILLIAMS ALANIS,HECTOR","WILLIAMS ALANIS,HECTOR",100.0
"SALAZAR GARCIA,SAMUEL","SALAZAR GARCIA,SAMUEL",100.0
"SANCHEZ JUAREZ,AARON","SANCHEZ JUAREZ,AARON",100.0
"RODRIGUEZ VAZQUEZ,REFUGIO","RODRIGUEZ VAZQUEZ,REFUGIO",100.0
"SILVA SANCHEZ,JESUS","SILVA SANCHEZ,JESUS",100.0
"HERNANDEZ GOMEZ,LUIS HECTOR","HERNANDEZ GOMEZ,LUIS HECTOR",100.0
"CABAÑAS MORENO,JOSE GERARDO","CABAÑAS MORENO, JOSE GERARDO",98.18181818181819
"SIERRA MACIAS,MAURO","SIERRA MACIAS,MAURO",100.0
"LIVERA MUÑOZ,MANUEL","LIVERA MUÑOZ, MANUEL",97.43589743589743
"LEYVA MONTIEL,JOSE LUIS","LEYVA MONTIEL,JOSE LUIS",100.0
"CARBALLO CARBALLO,AQUILES","CARBALLO CARBALLO,AQUILES",100.0
"MENDEZ LAVIELLE,FEDERICO","MENDEZ LAVIELLE,FEDERICO",100.0
"SALMERON ZAMORA,JOSE JUAN","SALMERON ZAMORA,JOSE JUAN",100.0
"IBARRA PEREZ,FRANCISCO JAVIER","IBARRA PEREZ,FRANCISCO JAVIER",100.0
"DELGADO ARGOTE,LUIS ALBERTO","DELGADO ARGOTE,LUIS ALBERTO",100.0
"NOYOLA ROBLES,ADALBERTO","NOYOLA ROBLES,ADALBERTO",100.0
"JIMENEZ CISNEROS,BLANCA ELENA","JIMENEZ CISNEROS,BLANCA ELENA",100.0
"MORALES DAVILA,CLEMENTE RODOLFO","MORALES DAVILA,CLEMENTE RODOLFO",100.0
"MORALES PEREZ,JOSE LUIS","MORALES PEREZ,JOSE LUIS",100.0
"ARMIENTA HERNANDEZ,MARIA AURORA","ARMIENTA HERNANDEZ,MARIA AURORA",100.0
"QUINTO DIEZ,PEDRO","QUINTO DIEZ, PEDRO",97.14285714285714
"CAÑEDO CASTAÑEDA,JOSE MANUEL","CAÑEDO CASTAÑEDA, JOSE MANUEL",98.24561403508771
"URQUIZA BELTRAN,GUSTAVO","URQUIZA BELTRAN,GUSTAVO",100.0
"ORTA LEDESMA,MA. TERESA","ORTA LEDESMA,MA. TERESA",100.0
"VIVEROS GARCIA,TOMAS","VIVEROS GARCIA,TOMAS",100.0
"CARRILLO LOPEZ,JESUS","CARRILLO LOPEZ,JESUS",100.0
"ESCOBEDO BOCARDO,JOSE CONCEPCION","ESCOBEDO BOCARDO,JOSE CONCEPCION",100.0
"CAMPOS ALVAREZ,JOSE","CAMPOS ALVAREZ,JOSE",100.0
"HERNANDEZ ARAGON,LEONARDO","HERNANDEZ ARAGON,LEONARDO",100.0
"GALINA HIDALGO,MIGUEL ANGEL","GALINA HIDALGO,MIGUEL ANGEL",100.0
"FOROUGHBAKHCH POURNAVAB,RAHIM","FOROUGHBAKHCH POURNAVAB,RAHIM",100.0
