NOMBRE DEL INVESTIGADOR
URTUZUASTEGUI HUGO ARECHIGA
TEJERA HERNANDEZ BEATRIZ GEORGINA DE LA
PATRICK BRUCE BENJAMIN
CA ELIZABETH 
MARGUERITE LEYGUE CAROLINE
WELSH HERNANDEZ DR. ADRIAN SERGIO GIMATE
Y CARDENAS DR. SERGIO ENRIQUE FERNANDEZ
Y MEJIA DRA. MARIA ELENA MANSILLA
ROSA MONTERO ERICK DASAEV DE LA
ESTEVEZ
RODOLFO GUILLERMO FLORES BRISENO
OCA BARRERA LAURA BEATRIZ MONTES DE
LA VARA LUIS EUGENIO GONZALEZ DE
ALBERTO DANIEL SUPANITSKY
SAN JOSE VARGAS ESPINDOLAZADYA FRANSCELLIA DE
